lon,lat,elevation
7.62709,45.98020,2859
7.62752,45.98020,2866
7.62794,45.98020,2873
7.62837,45.98020,2881
7.62880,45.98020,2889
7.62923,45.98020,2897
7.62966,45.98020,2904
7.63009,45.98020,2910
7.63052,45.98020,2916
7.63095,45.98020,2921
7.63138,45.98020,2926
7.63181,45.98020,2930
7.63224,45.98020,2935
7.63267,45.98020,2940
7.63309,45.98020,2944
7.63352,45.98020,2949
7.63395,45.98020,2952
7.63438,45.98020,2956
7.63481,45.98020,2960
7.63524,45.98020,2964
7.63567,45.98020,2966
7.63610,45.98020,2967
7.63653,45.98020,2968
7.63696,45.98020,2970
7.63739,45.98020,2973
7.63782,45.98020,2975
7.63824,45.98020,2974
7.63867,45.98020,2975
7.63910,45.98020,2978
7.63953,45.98020,2982
7.63996,45.98020,2985
7.64039,45.98020,2991
7.64082,45.98020,2995
7.64125,45.98020,3002
7.64168,45.98020,3014
7.64211,45.98020,3028
7.64254,45.98020,3042
7.64297,45.98020,3056
7.64339,45.98020,3072
7.64382,45.98020,3089
7.64425,45.98020,3110
7.64468,45.98020,3144
7.64511,45.98020,3191
7.64554,45.98020,3240
7.64597,45.98020,3293
7.64640,45.98020,3329
7.62451,45.97991,2848
7.62494,45.97991,2848
7.62537,45.97991,2849
7.62580,45.97991,2851
7.62623,45.97991,2854
7.62666,45.97991,2857
7.62709,45.97991,2863
7.62752,45.97991,2870
7.62794,45.97991,2877
7.62837,45.97991,2886
7.62880,45.97991,2893
7.62923,45.97991,2899
7.62966,45.97991,2906
7.63009,45.97991,2912
7.63052,45.97991,2917
7.63095,45.97991,2922
7.63138,45.97991,2927
7.63181,45.97991,2933
7.63224,45.97991,2938
7.63267,45.97991,2943
7.63309,45.97991,2947
7.63352,45.97991,2951
7.63395,45.97991,2954
7.63438,45.97991,2959
7.63481,45.97991,2963
7.63524,45.97991,2967
7.63567,45.97991,2970
7.63610,45.97991,2972
7.63653,45.97991,2972
7.63696,45.97991,2974
7.63739,45.97991,2976
7.63782,45.97991,2977
7.63824,45.97991,2978
7.63867,45.97991,2979
7.63910,45.97991,2980
7.63953,45.97991,2982
7.63996,45.97991,2985
7.64039,45.97991,2988
7.64082,45.97991,2991
7.64125,45.97991,2997
7.64168,45.97991,3008
7.64211,45.97991,3020
7.64254,45.97991,3033
