yr,date,st,mag,inj,fat,lat,lon,len,wid
1950,1950-10-09,NC,3,3,0,34.17,-78.6,2.0,880
1950,1950-11-20,KY,2,0,0,37.37,-87.2,0.1,10
1950,1950-11-04,PA,3,1,0,40.2,-76.12,15.9,100
1950,1950-12-02,IL,2,3,1,38.97,-90.05,18.8,50
1950,1950-12-02,IL,3,25,2,38.75,-89.67,18.0,200
1950,1950-12-02,AR,3,0,0,36.12,-91.83,7.8,10
1950,1950-01-13,AR,3,1,1,34.4,-94.37,0.6,17
1950,1950-01-25,MO,2,5,0,37.6,-90.68,2.3,300
1950,1950-01-25,IL,2,0,0,41.17,-87.33,0.1,100
1950,1950-01-26,TX,2,2,0,26.88,-98.12,4.7,133
1950,1950-01-03,MO,3,3,0,38.77,-90.22,9.5,150
1950,1950-01-03,IL,3,3,0,39.1,-89.3,3.6,130
1950,1950-02-11,TX,2,0,0,29.42,-95.25,9.9,400
1950,1950-02-11,TX,3,12,1,29.67,-95.05,12.0,1000
1950,1950-02-11,TX,2,5,0,32.35,-95.2,4.6,100
1950,1950-02-11,TX,2,6,0,32.98,-94.63,4.5,67
1950,1950-02-12,TX,2,8,1,33.33,-94.42,8.0,833
1950,1950-02-12,TX,2,0,0,31.52,-96.55,3.4,100
1950,1950-02-12,MS,2,2,3,34.6,-89.12,0.1,10
1950,1950-02-12,TX,3,15,3,31.8,-94.2,1.9,50
1950,1950-02-12,AR,2,0,0,34.48,-92.4,0.1,100
1950,1950-02-12,LA,4,77,18,31.97,-94.0,82.6,100
1950,1950-02-12,LA,2,10,5,32.2,-93.58,58.4,100
1950,1950-02-12,LA,3,25,5,31.63,-93.65,74.5,100
1950,1950-02-12,AR,2,0,0,33.27,-92.95,5.7,100
1950,1950-02-13,TN,2,1,9,35.75,-89.48,0.2,10
1950,1950-02-27,OK,2,0,0,35.55,-97.6,2.0,50
1950,1950-03-16,FL,2,0,0,29.65,-81.22,1.5,150
1950,1950-03-19,LA,2,0,0,30.1,-91.0,1.0,50
1950,1950-03-26,AR,2,3,0,34.12,-93.07,17.4,150
1950,1950-03-26,AR,3,1,0,36.15,-91.83,5.7,200
1950,1950-03-26,AR,2,7,0,34.7,-92.35,10.4,600
1950,1950-03-26,AR,3,20,0,34.98,-91.73,14.9,1760
1950,1950-03-26,AR,2,2,0,35.1,-91.4,5.4,833
1950,1950-03-27,OK,2,0,0,34.85,-95.75,0.1,77
1950,1950-03-27,MS,2,2,1,33.17,-90.55,0.1,10
1950,1950-03-27,MS,2,0,0,33.13,-89.57,11.9,10
1950,1950-03-27,MS,2,7,0,32.28,-90.27,59.3,50
1950,1950-03-27,MS,2,6,0,32.28,-90.27,31.9,50
1950,1950-03-27,MS,2,0,0,33.67,-88.78,4.7,10
1950,1950-03-27,IL,2,0,0,40.57,-88.6,3.0,50
1950,1950-04-18,AL,3,15,0,30.67,-88.2,14.0,100
1950,1950-04-18,AL,2,0,0,30.7,-87.92,2.0,150
1950,1950-04-28,OK,3,1,1,34.88,-99.28,20.8,400
1950,1950-04-28,TX,4,5,5,32.42,-99.5,1.3,233
1950,1950-04-28,OK,4,32,5,35.08,-96.4,4.5,200
1950,1950-04-28,OK,2,0,0,34.55,-96.2,0.8,100
1950,1950-04-29,MS,2,0,0,31.27,-89.83,11.3,100
1950,1950-04-02,AR,3,8,1,35.75,-91.22,2.5,10
1950,1950-04-02,OK,2,0,0,35.82,-97.02,1.0,100
1950,1950-05-10,WY,2,0,0,41.18,-110.42,2.0,33
1950,1950-05-14,NC,2,5,0,35.0,-80.68,2.0,10
1950,1950-05-15,TX,2,0,0,29.78,-98.83,18.0,10
1950,1950-05-15,FL,2,0,0,28.5,-81.37,0.1,10
1950,1950-05-16,KS,2,0,0,37.55,-98.42,0.2,200
1950,1950-05-18,KS,3,2,0,38.12,-96.82,14.9,100
1950,1950-05-24,KS,2,1,0,37.27,-99.48,3.6,77
1950,1950-05-24,OK,2,2,0,36.45,-99.03,1.0,33
1950,1950-05-01,LA,2,7,0,31.55,-92.9,3.6,100
1950,1950-05-02,LA,2,5,1,31.55,-91.97,2.0,100
1950,1950-05-04,TX,2,13,1,36.4,-100.8,1.9,50
1950,1950-05-04,OK,2,0,0,35.25,-99.55,5.6,293
1950,1950-05-04,OK,2,0,0,36.57,-99.57,1.0,100
1950,1950-05-04,KS,4,1,0,38.03,-99.12,34.3,150
1950,1950-05-05,KS,3,12,0,39.62,-95.62,17.3,440
1950,1950-05-07,OK,2,3,0,36.12,-97.83,4.3,10
1950,1950-05-08,KS,2,0,0,39.35,-98.48,12.6,660
1950,1950-05-08,KS,2,1,0,39.57,-98.3,6.8,10
1950,1950-05-08,IA,2,0,0,41.03,-95.27,0.1,200
1950,1950-05-08,KS,2,2,0,39.23,-98.95,19.6,440
1950,1950-05-08,NE,2,1,0,40.38,-95.8,8.8,467
1950,1950-06-13,ND,3,0,0,46.8,-97.92,2.0,10
1950,1950-06-13,NE,2,101,0,42.6,-97.88,4.1,10
1950,1950-06-14,ND,3,0,0,48.92,-103.77,23.7,10
1950,1950-06-15,MN,2,4,0,46.58,-96.33,4.6,67
1950,1950-06-15,IA,3,5,0,41.98,-93.6,5.6,300
1950,1950-06-25,WI,2,0,0,45.57,-90.3,8.4,10
1950,1950-06-25,WI,2,0,1,44.83,-90.35,7.8,17
1950,1950-06-25,WI,4,12,2,45.58,-89.58,13.1,880
1950,1950-06-25,WI,3,0,0,43.95,-88.95,0.1,300
1950,1950-06-03,MS,3,1,2,33.08,-89.58,2.0,50
1950,1950-06-05,TX,3,6,0,30.18,-96.4,23.9,67
1950,1950-06-08,KS,4,5,1,38.33,-97.93,17.1,700
1950,1950-07-12,CT,2,0,0,41.57,-72.57,10.0,10
1950,1950-07-14,CT,2,3,0,41.27,-73.5,5.0,100
1950,1950-07-15,NE,4,33,0,41.8,-96.6,10.0,440
1950,1950-07-19,OH,2,0,0,40.8,-84.62,0.1,200
1950,1950-07-19,OH,3,30,0,40.72,-84.08,9.7,300
1950,1950-07-19,IN,2,0,0,41.07,-85.08,1.1,100
1950,1950-07-01,KS,2,0,0,38.7,-97.08,0.1,10
1950,1950-07-01,IA,2,0,0,42.45,-91.92,14.0,10
1950,1950-07-02,KS,2,0,0,38.47,-100.88,1.0,90
1950,1950-07-05,PA,2,2,0,40.58,-75.7,12.9,10
1950,1950-07-05,PA,2,0,0,40.6,-76.75,0.1,13
1950,1950-08-24,AR,2,7,0,34.4,-91.43,3.6,200
1950,1950-08-05,CO,2,1,0,40.73,-102.55,0.1,10
1950,1950-08-06,KS,2,0,0,37.97,-100.77,0.1,10
1950,1950-08-06,KS,2,0,0,39.13,-100.63,8.7,10
1950,1950-09-15,OK,2,6,0,35.0,-96.25,6.8,100
1951,1951-10-23,AR,2,4,0,35.0,-93.5,0.1,10
1951,1951-11-13,IL,2,0,0,40.2,-89.72,47.4,50
1951,1951-11-13,MO,3,1,0,36.62,-89.75,1.0,27
1951,1951-11-13,IL,2,7,0,37.9,-89.53,7.1,250
1951,1951-11-13,IN,2,0,0,41.6,-87.33,0.3,400
1951,1951-11-13,KY,3,11,1,37.02,-88.33,2.0,10
1951,1951-11-14,TN,2,0,0,35.22,-87.03,0.2,10
1951,1951-11-15,AL,2,2,0,34.2,-86.7,0.1,150
1951,1951-11-15,AL,2,6,0,34.83,-87.8,1.5,177
1951,1951-11-16,AL,2,1,0,34.08,-86.52,1.5,10
1951,1951-12-18,MA,2,0,0,41.37,-70.53,0.1,10
1951,1951-12-18,FL,2,0,0,27.75,-81.8,0.1,150
1951,1951-12-18,FL,2,0,0,27.78,-81.53,0.1,10
1951,1951-12-06,IL,3,1,1,41.33,-89.18,21.9,150
1951,1951-01-11,CA,2,0,0,37.37,-122.12,5.7,10
1951,1951-01-06,LA,3,11,0,31.3,-92.47,16.8,317
1951,1951-02-19,OK,2,5,0,35.27,-98.18,43.9,20
1951,1951-02-20,AR,2,3,0,34.6,-92.02,112.8,333
1951,1951-02-20,MS,3,1,1,33.45,-88.87,0.1,10
1951,1951-02-20,AL,2,2,0,33.67,-87.7,0.1,123
1951,1951-02-20,KY,2,0,0,38.27,-85.05,0.1,73
1951,1951-03-12,FL,2,0,0,27.1,-82.48,2.0,77
1951,1951-03-29,IN,2,2,0,39.78,-85.77,3.0,400
1951,1951-03-02,KS,3,0,0,39.43,-98.55,38.1,10
1951,1951-04-20,TX,2,0,0,33.92,-98.45,1.5,17
1951,1951-04-21,MS,3,16,2,31.68,-89.25,33.5,10
1951,1951-04-28,OH,2,5,0,41.0,-83.67,15.2,10
1951,1951-04-30,KS,3,0,0,37.63,-98.75,12.8,440
1951,1951-04-30,OK,3,0,0,35.43,-97.58,7.4,200
1951,1951-04-30,OK,2,0,0,35.5,-97.58,1.5,200
1951,1951-04-05,OK,2,0,0,35.32,-97.55,5.7,127
1951,1951-04-05,OK,2,2,0,35.23,-97.72,0.2,100
1951,1951-04-05,OK,2,2,0,36.53,-98.92,3.6,33
1951,1951-05-11,PA,2,1,0,40.12,-79.12,8.0,10
1951,1951-05-14,KS,2,0,0,39.37,-101.37,0.1,10
1951,1951-05-14,OK,2,0,0,36.9,-101.9,0.1,10
1951,1951-05-14,OK,2,0,0,36.87,-101.9,0.1,10
1951,1951-05-14,KS,2,0,0,37.0,-101.9,0.1,10
1951,1951-05-14,KS,3,4,0,39.78,-101.33,0.1,10
1951,1951-05-18,TX,4,100,2,33.42,-98.75,2.0,200
1951,1951-05-19,OK,2,0,0,36.0,-98.95,2.0,67
1951,1951-05-20,KS,3,0,0,37.9,-101.2,12.8,900
1951,1951-05-20,KS,2,0,0,37.97,-101.25,1.0,10
1951,1951-05-20,KS,3,0,0,39.78,-101.38,0.1,10
1951,1951-05-21,KS,2,0,0,39.03,-96.97,0.1,10
1951,1951-05-23,GA,2,0,0,31.3,-83.83,9.2,50
1951,1951-05-25,KS,3,0,1,39.27,-97.18,4.1,440
1951,1951-05-25,KS,2,0,0,39.93,-97.43,0.1,10
1951,1951-05-30,NE,2,7,0,41.9,-103.5,19.7,10
1951,1951-05-31,KS,2,0,0,39.37,-95.4,3.0,440
1951,1951-05-03,MI,2,0,0,42.7,-84.05,2.3,150
1951,1951-05-09,TX,2,0,0,33.93,-98.68,4.9,33
1951,1951-05-09,OK,2,1,0,34.0,-96.6,14.8,100
1951,1951-06-13,VA,2,12,0,37.55,-77.48,4.1,350
1951,1951-06-16,TX,2,0,0,32.45,-97.42,14.5,20
1951,1951-06-18,CO,2,0,0,38.15,-103.97,29.9,10
1951,1951-06-19,MN,4,20,1,44.88,-94.37,52.6,330
1951,1951-06-19,WI,2,0,0,43.62,-88.5,1.0,467
1951,1951-06-20,KS,2,0,0,38.47,-101.37,48.6,10
1951,1951-06-21,IN,3,4,0,41.12,-86.48,5.4,1760
1951,1951-06-21,KS,2,0,0,38.53,-99.32,0.1,10
1951,1951-06-22,OH,2,0,0,41.42,-81.85,1.0,100
1951,1951-06-23,KS,2,5,1,37.18,-101.35,0.1,10
1951,1951-06-25,MN,2,0,0,43.57,-94.77,14.2,10
1951,1951-06-25,NE,2,1,0,41.1,-103.05,10.4,57
1951,1951-06-25,IA,2,8,0,43.22,-93.8,0.8,500
1951,1951-06-27,KS,4,100,5,39.03,-99.88,0.8,300
1951,1951-06-27,IL,3,35,0,39.95,-89.17,9.6,300
1951,1951-06-27,IL,3,15,1,40.27,-89.47,18.2,200
1951,1951-06-27,PA,2,0,0,40.58,-79.25,19.7,10
1951,1951-06-01,IA,3,7,0,42.07,-92.92,1.5,880
1951,1951-06-05,OK,2,0,0,36.53,-101.8,0.1,10
1951,1951-06-06,CO,2,1,0,38.73,-103.58,4.7,217
1951,1951-06-06,KS,2,3,0,37.58,-101.33,0.1,10
1951,1951-06-06,KS,3,3,0,37.58,-101.37,44.8,10
1951,1951-06-06,TX,3,12,0,35.43,-101.18,10.4,100
1951,1951-06-06,TX,2,0,0,34.43,-100.2,3.6,1760
1951,1951-06-06,OK,2,0,0,34.7,-97.7,3.8,450
1951,1951-06-07,OK,2,0,0,34.5,-99.0,0.5,100
1951,1951-06-07,OK,2,1,0,35.57,-95.27,0.1,10
1951,1951-06-08,AL,2,2,0,34.97,-86.43,0.1,100
1951,1951-06-08,KS,2,0,0,38.88,-95.35,0.1,10
1951,1951-06-08,OK,3,0,0,35.38,-98.8,10.9,173
1951,1951-07-15,OK,2,0,0,34.8,-94.8,0.1,100
1951,1951-07-20,SD,2,4,0,44.9,-96.08,1.0,10
1951,1951-07-20,MN,3,40,5,44.93,-93.5,11.6,10
1951,1951-07-21,MI,2,0,0,42.15,-83.55,0.5,217
1951,1951-07-22,KS,2,0,0,39.48,-97.58,7.7,10
1951,1951-07-22,FL,2,0,0,27.73,-82.43,0.1,10
1951,1951-07-02,TX,2,0,0,34.18,-102.12,1.0,20
1951,1951-07-03,WI,2,0,0,43.48,-90.23,0.5,50
1951,1951-07-04,MO,2,1,0,37.15,-94.47,0.1,100
1951,1951-07-07,KS,2,0,0,39.25,-99.57,0.1,10
1951,1951-07-08,SD,2,1,0,45.37,-96.83,0.1,10
1951,1951-07-08,MO,2,0,0,39.22,-94.02,2.3,100
1951,1951-07-09,IN,2,0,0,40.48,-86.12,1.0,1760
1951,1951-08-15,MI,2,0,0,42.9,-84.88,28.5,333
1951,1951-08-20,CT,2,0,0,41.87,-72.25,0.1,50
1951,1951-08-21,MA,2,0,0,42.7,-71.13,9.3,100
1951,1951-08-21,NH,2,0,0,42.83,-71.13,4.9,67
1951,1951-08-21,CT,2,9,0,41.62,-73.42,43.9,100
1951,1951-08-21,CT,3,8,0,41.58,-72.5,0.1,10
1951,1951-08-24,KS,2,0,0,39.78,-100.92,3.3,100
1951,1951-08-09,NC,2,0,0,35.75,-81.33,0.5,100
1951,1951-09-12,WI,3,1,0,44.63,-92.08,24.4,200
1951,1951-09-26,WI,4,3,6,44.33,-89.3,26.4,100
1951,1951-09-26,WI,4,9,1,43.47,-89.25,9.0,100
1951,1951-09-26,MI,2,3,1,43.78,-85.87,2.3,440
1951,1951-09-27,LA,2,0,0,29.87,-90.13,1.0,20
1951,1951-09-09,MS,2,0,0,33.5,-88.43,0.1,100
1951,1951-09-09,OK,2,0,0,36.62,-95.02,2.0,67
1952,1952-11-16,MO,3,2,0,40.45,-95.07,21.6,600
1952,1952-11-17,AR,2,2,0,34.57,-94.4,39.2,100
1952,1952-11-19,NC,2,1,0,36.43,-78.72,1.0,50
1952,1952-12-03,TX,2,4,0,30.9,-95.3,13.3,100
1952,1952-12-09,KY,3,3,0,37.68,-87.3,35.0,880
1952,1952-01-17,PA,2,0,0,41.6,-80.3,0.5,400
1952,1952-01-22,GA,2,8,0,31.27,-84.02,8.7,350
1952,1952-01-28,GA,2,0,0,31.52,-83.78,1.0,100
1952,1952-01-28,FL,2,0,0,30.5,-84.23,1.5,33
1952,1952-02-13,AR,2,5,0,35.95,-90.15,0.3,10
1952,1952-02-13,TN,2,0,0,36.0,-88.12,0.3,300
1952,1952-02-13,MO,2,0,0,36.07,-89.93,6.8,100
1952,1952-02-13,AL,3,14,1,33.57,-87.67,5.6,100
1952,1952-02-13,AL,3,26,1,33.6,-86.93,0.1,200
1952,1952-02-13,TN,3,2,0,35.22,-86.6,7.4,350
1952,1952-02-13,TN,4,44,3,35.2,-86.3,12.7,100
1952,1952-02-13,TN,3,2,0,35.25,-85.83,5.1,400
1952,1952-02-19,LA,2,5,0,32.35,-94.0,0.5,200
1952,1952-02-20,FL,2,4,0,30.17,-85.7,1.5,73
1952,1952-02-29,TN,4,150,2,35.15,-86.58,2.0,300
1952,1952-02-29,TN,2,0,0,35.53,-85.85,1.0,400
1952,1952-02-29,AL,3,12,0,34.5,-85.7,3.3,400
1952,1952-02-29,TN,2,0,0,35.3,-84.67,15.3,587
1952,1952-02-29,GA,2,0,0,34.4,-83.33,7.8,77
1952,1952-02-29,GA,2,3,0,34.37,-83.58,9.4,300
1952,1952-02-29,GA,2,5,0,34.12,-83.67,0.2,17
1952,1952-02-01,TX,2,0,0,30.08,-93.77,1.0,67
1952,1952-03-10,LA,3,0,0,32.23,-93.65,50.9,650
1952,1952-03-18,MO,2,1,0,37.75,-90.5,18.4,100
1952,1952-03-18,IL,2,0,0,38.1,-89.93,4.9,100
1952,1952-03-18,MO,2,0,0,37.37,-89.78,6.2,500
1952,1952-03-21,AR,4,9,7,34.02,-94.02,13.0,833
1952,1952-03-21,AR,3,0,0,34.72,-92.82,17.7,440
1952,1952-03-21,AR,4,325,50,35.22,-91.7,14.6,1760
1952,1952-03-21,AR,2,6,0,34.95,-92.42,0.1,10
1952,1952-03-21,AR,4,6,2,34.9,-91.85,7.6,10
1952,1952-03-21,AR,3,9,9,34.53,-91.8,16.2,10
1952,1952-03-21,AR,2,15,5,34.8,-91.8,13.3,417
1952,1952-03-21,AR,3,0,0,35.13,-91.45,17.6,600
1952,1952-03-21,AR,4,180,29,35.0,-91.25,13.1,880
1952,1952-03-21,AR,3,6,0,35.47,-91.2,28.5,440
1952,1952-03-21,TN,4,10,2,36.02,-89.2,4.7,200
1952,1952-03-21,AR,4,5,4,35.42,-91.0,0.1,880
1952,1952-03-21,AR,3,96,3,35.6,-90.72,51.8,880
1952,1952-03-21,AR,3,5,1,35.53,-90.42,9.4,200
1952,1952-03-21,AR,3,57,1,35.67,-90.52,39.7,880
1952,1952-03-21,MO,4,100,17,36.05,-89.82,6.5,880
1952,1952-03-21,TN,3,30,10,35.95,-89.43,18.1,1000
1952,1952-03-21,TN,4,5,4,36.1,-89.27,2.0,200
1952,1952-03-21,MS,4,74,16,34.87,-89.68,29.6,427
1952,1952-03-21,TN,2,2,2,35.8,-88.78,0.1,150
1952,1952-03-21,TN,3,3,0,35.85,-88.67,0.1,100
1952,1952-03-21,TN,2,8,1,35.93,-88.5,0.1,150
1952,1952-03-21,TN,3,19,0,36.02,-88.27,5.1,177
1952,1952-03-21,TN,4,157,38,35.27,-88.98,46.8,177
1952,1952-03-21,TN,2,0,0,35.85,-87.68,0.3,500
1952,1952-03-22,KY,3,18,0,37.53,-85.72,2.7,10
1952,1952-03-22,TN,2,10,3,35.87,-87.58,0.5,40
1952,1952-03-22,AL,4,50,4,34.6,-87.0,21.6,100
1952,1952-03-03,AL,3,6,0,33.33,-87.9,3.3,440
1952,1952-03-03,GA,3,4,0,32.8,-83.68,4.3,400
1952,1952-04-21,TX,4,0,0,31.5,-97.45,2.3,200
1952,1952-04-30,OK,2,0,0,36.77,-99.08,13.7,200
1952,1952-04-30,TX,3,6,0,31.45,-100.47,0.5,100
1952,1952-04-03,TX,2,1,0,33.6,-96.7,4.9,200
1952,1952-04-04,LA,3,10,0,30.17,-92.87,36.7,100
1952,1952-04-04,LA,2,33,4,30.37,-92.13,20.4,67
1952,1952-04-04,LA,2,3,0,29.87,-91.62,6.4,20
1952,1952-04-05,NC,2,0,0,35.8,-78.88,6.9,300
1952,1952-04-05,VA,2,2,0,38.22,-78.83,1.0,150
1952,1952-04-05,VA,2,0,0,38.37,-78.73,4.9,10
1952,1952-04-05,PA,3,4,0,39.8,-76.98,17.5,10
1952,1952-05-10,NC,2,6,0,36.1,-77.25,0.1,10
1952,1952-05-10,SC,3,4,2,34.8,-82.25,22.7,83
1952,1952-05-11,GA,3,10,0,31.37,-83.25,4.3,200
1952,1952-05-15,CO,3,5,0,40.33,-104.57,7.4,150
1952,1952-05-20,NC,2,2,0,35.47,-76.38,1.5,33
1952,1952-05-21,KS,2,0,0,39.68,-97.87,0.2,100
1952,1952-05-22,KS,4,3,0,38.98,-95.22,26.9,440
1952,1952-05-22,MO,2,1,0,38.9,-94.27,1.3,440
1952,1952-05-23,OK,2,1,0,34.62,-98.42,0.3,150
1952,1952-05-23,OK,2,0,0,34.65,-98.43,0.1,200
1952,1952-05-23,IA,2,0,0,42.75,-92.97,0.1,17
1952,1952-05-30,FL,2,0,0,27.93,-82.82,0.1,10
1952,1952-05-06,NY,2,0,0,44.33,-74.0,4.9,200
1952,1952-05-08,CO,2,1,0,39.48,-102.6,2.5,200
1952,1952-06-10,ND,3,0,0,47.07,-104.0,8.8,300
1952,1952-06-10,ND,2,0,0,46.78,-103.02,10.1,10
1952,1952-06-15,ND,3,1,0,47.4,-99.55,1.7,10
1952,1952-06-19,KS,2,0,0,37.18,-97.42,3.3,60
1952,1952-06-21,KS,2,0,0,39.13,-95.15,24.9,10
1952,1952-06-23,MN,2,0,0,45.3,-95.5,8.4,220
1952,1952-06-23,IA,4,4,0,42.75,-95.85,24.1,400
1952,1952-06-23,MN,2,10,0,44.0,-95.28,104.8,220
1952,1952-06-23,WI,3,6,2,45.42,-92.63,18.2,100
1952,1952-06-24,MN,2,15,0,44.33,-93.85,70.9,267
1952,1952-06-26,KS,2,0,0,39.68,-99.45,12.0,10
1952,1952-06-26,CO,2,0,0,40.0,-103.6,7.0,10
1952,1952-06-26,NE,2,0,0,40.63,-96.93,2.7,10
1952,1952-06-27,KS,2,0,0,39.75,-100.12,1.9,100
1952,1952-06-29,OK,2,1,0,34.38,-99.0,0.1,10
1952,1952-06-02,IA,2,1,0,41.9,-95.4,2.3,100
1952,1952-06-04,AR,2,0,0,36.12,-90.93,0.1,10
1952,1952-07-16,AR,2,0,0,33.45,-93.97,1.1,50
1952,1952-07-16,AR,2,0,0,33.45,-93.97,1.1,50
1952,1952-07-16,MN,2,0,0,46.72,-96.53,9.4,333
1952,1952-07-19,PA,2,0,0,41.93,-79.75,5.6,27
1952,1952-07-19,MT,3,0,0,46.37,-104.28,55.5,10
1952,1952-07-19,MT,3,2,1,46.97,-104.25,16.4,10
1952,1952-07-23,NC,2,0,0,36.25,-77.75,0.1,10
1952,1952-07-23,PA,2,4,0,40.62,-77.57,0.1,10
1952,1952-07-24,ND,2,0,0,47.0,-98.67,7.3,10
1952,1952-07-27,MN,2,4,0,43.72,-93.48,1.5,133
1952,1952-07-01,ND,3,0,0,46.07,-96.95,0.5,10
1952,1952-07-01,ND,2,0,0,47.82,-103.55,9.7,10
1952,1952-07-01,ND,4,26,1,47.05,-100.5,48.0,150
1952,1952-07-06,KS,2,0,0,39.27,-101.85,0.1,10
1952,1952-07-09,ND,2,0,0,47.92,-97.17,0.1,10
1952,1952-08-13,NE,3,1,0,41.47,-97.28,44.4,1300
1952,1952-08-13,NE,4,20,0,41.22,-96.58,26.7,110
1952,1952-08-14,KS,2,0,0,38.68,-97.02,1.5,100
1952,1952-08-15,OK,2,0,0,35.8,-97.5,5.1,77
1952,1952-08-21,MO,2,13,1,38.68,-93.27,1.3,300
1952,1952-08-03,MS,2,0,0,34.37,-89.52,0.3,200
1952,1952-08-07,KS,3,0,0,39.0,-98.52,4.7,10
1952,1952-09-17,NC,3,0,0,35.95,-75.6,1.0,50
1953,1953-10-20,CO,2,0,0,38.5,-103.77,2.0,200
1953,1953-10-20,CO,3,0,0,38.13,-104.03,11.9,880
1953,1953-10-23,TX,2,0,0,27.83,-97.07,4.1,100
1953,1953-11-19,TX,2,0,0,31.77,-95.72,5.6,50
1953,1953-11-21,LA,2,2,0,30.1,-91.98,20.4,300
1953,1953-11-22,FL,2,22,0,30.4,-85.87,0.1,10
1953,1953-11-22,PA,2,2,0,41.92,-79.63,2.0,67
1953,1953-11-23,PA,2,0,0,40.1,-76.4,0.1,20
1953,1953-12-21,FL,2,0,0,30.2,-85.8,0.1,10
1953,1953-12-01,TX,3,10,0,29.5,-97.93,5.1,1760
1953,1953-12-02,TX,3,4,0,30.5,-96.97,3.3,100
1953,1953-12-02,TX,2,0,0,29.2,-96.03,1.5,200
1953,1953-12-02,TX,2,5,2,30.37,-96.18,0.1,50
1953,1953-12-02,TX,2,0,0,30.63,-96.48,0.2,67
1953,1953-12-03,LA,4,50,9,31.07,-93.05,85.5,300
1953,1953-12-03,LA,2,3,0,32.0,-93.7,1.0,100
1953,1953-12-03,MS,3,20,0,32.73,-91.07,18.8,300
1953,1953-12-04,GA,2,0,0,33.97,-84.42,1.0,100
1953,1953-12-05,LA,2,16,0,32.8,-92.67,9.7,33
1953,1953-12-05,LA,2,11,0,32.75,-92.13,58.3,880
1953,1953-12-05,MS,5,270,38,32.33,-90.9,9.0,500
1953,1953-12-05,MS,2,11,0,34.2,-90.73,8.2,30
1953,1953-12-06,AL,2,1,0,31.37,-85.27,2.0,10
1953,1953-12-06,FL,2,0,0,30.62,-84.28,8.4,10
1953,1953-01-20,AL,3,0,0,33.8,-87.23,1.5,50
1953,1953-01-20,TN,2,0,0,35.7,-85.85,0.5,500
1953,1953-01-22,MS,2,1,0,31.55,-90.88,45.2,100
1953,1953-01-23,AL,3,1,0,31.53,-88.0,6.5,300
1953,1953-01-07,AR,2,2,0,33.83,-92.17,4.5,100
1953,1953-01-08,AL,2,0,0,33.42,-86.12,3.0,867
1953,1953-01-08,SC,2,2,0,34.02,-79.77,9.6,150
1953,1953-01-09,FL,2,12,0,27.83,-82.17,9.2,100
1953,1953-02-20,MS,2,2,0,33.03,-91.02,1.0,100
1953,1953-02-20,MS,2,1,0,34.25,-89.05,14.2,880
1953,1953-02-20,AL,3,8,1,34.7,-87.7,0.1,20
1953,1953-02-20,AL,2,2,0,33.95,-87.8,0.5,300
1953,1953-02-20,AL,2,1,0,33.93,-87.37,0.7,100
1953,1953-02-20,AL,2,6,0,34.38,-87.07,7.1,220
1953,1953-02-06,LA,3,21,2,30.48,-90.7,15.6,400
1953,1953-03-12,TX,2,2,0,32.17,-94.33,2.0,80
1953,1953-03-13,TX,4,25,17,33.28,-99.95,13.9,50
1953,1953-03-13,OK,2,1,0,34.77,-97.95,23.6,100
1953,1953-03-13,OK,3,8,1,34.88,-97.7,1.0,100
1953,1953-03-13,OK,2,2,0,35.07,-97.48,2.0,100
1953,1953-03-13,OK,2,0,0,35.18,-97.25,1.3,250
1953,1953-03-13,OK,3,11,2,33.92,-97.27,45.3,200
1953,1953-03-13,OK,2,0,0,35.0,-94.53,0.1,100
1953,1953-03-14,AR,3,0,0,35.22,-93.95,40.1,880
1953,1953-03-14,AR,2,0,0,35.88,-92.23,36.2,333
1953,1953-03-14,AR,3,7,0,35.28,-93.28,12.2,880
1953,1953-03-14,MS,2,0,1,34.67,-88.43,3.3,10
1953,1953-03-14,TN,2,8,0,35.47,-89.45,24.8,33
1953,1953-03-14,TN,2,2,0,35.37,-88.78,24.0,100
1953,1953-03-14,TN,3,3,0,35.53,-88.97,24.7,100
1953,1953-03-14,IL,2,0,0,38.4,-89.47,42.3,200
1953,1953-03-14,TN,2,1,0,36.33,-88.77,0.3,600
1953,1953-03-15,NC,3,1,0,35.77,-78.1,30.1,27
1953,1953-03-18,AL,2,2,0,30.7,-88.12,0.1,10
1953,1953-03-18,IN,2,0,0,41.03,-85.13,1.9,33
1953,1953-03-21,IA,3,0,0,43.27,-94.63,31.8,400
1953,1953-03-21,MN,2,3,1,45.58,-94.08,0.1,10
1953,1953-03-21,IA,2,0,0,41.88,-92.62,11.7,100
1953,1953-03-22,LA,2,22,2,31.1,-93.22,234.7,200
1953,1953-03-22,TN,2,0,0,35.93,-89.65,30.1,100
1953,1953-03-22,AL,2,0,0,34.85,-87.62,1.0,200
1953,1953-04-12,FL,2,0,0,30.37,-85.45,0.1,10
1953,1953-04-14,OK,2,0,0,35.5,-97.83,16.2,440
1953,1953-04-14,OK,2,0,0,34.37,-96.2,0.3,23
1953,1953-04-16,NC,2,0,0,35.57,-77.18,2.0,100
1953,1953-04-18,AL,3,495,8,32.6,-85.58,39.8,400
1953,1953-04-18,GA,2,1,0,32.3,-84.02,1.0,200
1953,1953-04-18,GA,2,2,0,32.32,-84.52,0.2,700
1953,1953-04-23,OK,2,4,1,35.37,-96.08,1.5,300
1953,1953-04-23,AR,3,0,0,35.48,-94.22,0.1,880
