yr,date,st,mag,inj,fat,lat,lon,len,wid
1984,1984-06-11,NE,2,0,0,40.88,-98.78,0.5,20
1984,1984-06-12,NE,3,5,0,40.27,-97.8,13.0,200
1984,1984-06-12,MI,3,2,0,43.58,-83.93,48.0,500
1984,1984-06-12,NE,2,0,0,40.9,-96.83,20.0,150
1984,1984-06-12,NE,2,0,0,40.8,-96.15,11.0,100
1984,1984-06-12,NE,2,0,0,40.87,-95.93,0.5,50
1984,1984-06-13,WY,2,1,0,43.0,-104.67,4.0,30
1984,1984-06-17,NE,2,0,0,41.88,-97.25,1.0,50
1984,1984-06-05,SD,2,0,0,43.33,-97.77,0.1,10
1984,1984-06-07,LA,2,3,0,31.03,-91.98,1.0,100
1984,1984-06-07,IA,2,0,0,42.65,-95.73,10.0,77
1984,1984-06-07,KS,2,5,0,39.82,-95.72,18.0,300
1984,1984-06-07,IA,2,1,0,42.42,-95.58,16.0,150
1984,1984-06-07,IA,2,8,0,41.17,-95.07,23.0,150
1984,1984-06-07,IA,2,1,0,42.32,-95.38,12.0,100
1984,1984-06-07,IA,2,3,0,42.65,-95.2,4.0,100
1984,1984-06-07,IA,2,2,0,42.85,-94.85,25.0,100
1984,1984-06-07,IA,3,3,0,40.73,-95.03,25.0,100
1984,1984-06-07,IA,2,0,0,43.15,-95.15,2.0,77
1984,1984-06-07,IA,2,0,0,42.83,-94.7,8.0,100
1984,1984-06-07,IA,2,0,0,42.83,-94.12,22.0,150
1984,1984-06-07,IA,3,5,0,43.2,-94.22,9.0,150
1984,1984-06-07,IA,2,1,0,43.22,-94.07,21.0,150
1984,1984-06-07,MO,4,64,3,40.42,-94.03,134.0,250
1984,1984-06-07,IA,2,0,0,43.2,-93.82,18.0,127
1984,1984-06-07,MN,3,12,0,43.67,-93.35,14.0,100
1984,1984-06-07,MN,2,7,0,43.63,-92.98,5.0,100
1984,1984-06-07,IA,2,3,1,40.68,-94.23,14.0,150
1984,1984-06-07,IA,2,1,0,41.47,-92.0,24.0,200
1984,1984-06-07,WI,2,0,0,44.97,-90.93,12.0,150
1984,1984-06-07,SD,2,0,0,44.02,-97.53,0.1,60
1984,1984-06-07,MO,2,0,0,39.87,-94.1,1.0,100
1984,1984-06-07,MO,2,1,0,39.97,-93.82,3.0,100
1984,1984-06-07,WI,2,0,0,42.73,-90.33,11.0,40
1984,1984-06-07,WI,5,200,9,42.97,-89.98,36.0,450
1984,1984-06-08,WI,2,0,0,43.25,-89.33,18.0,50
1984,1984-06-08,WI,2,0,0,43.33,-89.37,16.0,50
1984,1984-06-08,WI,3,1,0,43.45,-89.23,29.0,200
1984,1984-06-08,WI,2,1,0,43.43,-88.93,11.0,50
1984,1984-07-10,WI,2,0,0,43.97,-89.97,4.0,500
1984,1984-07-14,MI,2,2,0,46.12,-86.18,27.0,100
1984,1984-07-18,DE,2,0,0,38.8,-75.58,1.5,80
1984,1984-07-26,KY,2,0,0,38.03,-85.35,2.5,70
1984,1984-07-05,CT,2,0,0,41.67,-72.95,3.0,200
1984,1984-07-05,PA,2,2,0,40.43,-75.82,7.0,300
1984,1984-07-05,PA,2,0,0,40.45,-75.77,3.0,300
1984,1984-07-05,PA,2,0,0,40.48,-75.7,8.0,300
1984,1984-07-05,PA,2,0,0,40.47,-75.63,5.0,300
1984,1984-07-06,PA,2,12,0,41.28,-76.15,0.3,300
1984,1984-08-21,CO,2,0,0,38.25,-104.6,1.0,50
1984,1984-08-30,MI,2,0,0,43.07,-84.53,2.5,27
1984,1984-08-30,MI,2,4,0,42.38,-83.35,5.6,150
1984,1984-08-07,MI,2,0,0,43.37,-83.58,0.4,40
1984,1984-08-08,MI,2,0,0,43.0,-83.77,3.0,60
1984,1984-08-08,MI,3,0,0,43.0,-83.7,0.8,67
1984,1984-09-24,WI,2,0,0,44.88,-89.93,12.0,150
1984,1984-09-25,MI,2,2,0,41.93,-84.42,2.1,90
1984,1984-09-02,MI,3,1,0,43.2,-82.78,15.6,400
1985,1985-10-17,TX,2,0,0,31.87,-97.07,7.0,50
1985,1985-10-18,TX,2,2,0,33.13,-96.5,2.0,150
1985,1985-11-18,AR,2,0,0,35.47,-93.47,18.0,30
1985,1985-11-18,AR,3,16,3,36.18,-92.67,34.0,440
1985,1985-11-30,OK,2,0,0,34.22,-96.08,4.0,300
1985,1985-12-10,TX,2,2,0,30.58,-97.67,5.0,100
1985,1985-02-23,OK,2,3,0,34.22,-96.08,10.0,500
1985,1985-03-11,CA,2,0,0,36.85,-121.4,0.5,20
1985,1985-03-17,FL,3,45,2,27.08,-82.48,3.0,400
1985,1985-03-28,IL,2,0,0,40.28,-89.48,4.5,800
1985,1985-03-28,OH,2,0,0,40.67,-82.58,2.0,77
1985,1985-04-20,NE,2,0,0,42.58,-98.07,35.0,440
1985,1985-04-20,SD,2,0,0,42.93,-97.67,3.5,1000
1985,1985-04-20,SD,2,0,0,42.9,-97.6,10.0,440
1985,1985-04-20,SD,2,0,0,43.18,-97.23,12.0,440
1985,1985-04-20,MN,3,2,0,43.9,-96.1,8.0,250
1985,1985-04-21,TX,3,0,3,33.23,-99.0,4.5,400
1985,1985-04-21,TX,2,2,0,33.38,-98.92,5.0,300
1985,1985-04-22,OK,2,0,0,35.57,-98.92,8.0,250
1985,1985-04-22,TX,2,0,0,30.03,-97.85,0.5,50
1985,1985-04-23,AR,2,0,0,34.65,-91.92,1.5,400
1985,1985-04-23,LA,3,0,0,33.0,-93.85,13.0,200
1985,1985-04-23,AR,2,0,0,34.58,-91.55,10.0,300
1985,1985-04-23,LA,2,0,0,32.9,-93.2,5.0,200
1985,1985-04-23,LA,2,0,0,32.23,-93.87,8.0,200
1985,1985-04-25,CO,2,0,0,37.35,-108.58,0.5,40
1985,1985-04-28,TX,2,0,1,32.12,-100.13,4.0,300
1985,1985-04-28,TX,2,0,0,32.6,-100.02,3.5,400
1985,1985-04-29,OK,2,1,0,34.05,-97.2,14.0,880
1985,1985-04-30,TN,2,0,0,35.53,-89.45,8.0,150
1985,1985-04-05,IL,2,3,1,38.22,-89.7,1.8,50
1985,1985-04-05,IN,2,0,0,38.4,-86.22,1.0,17
1985,1985-04-05,IN,2,0,0,38.65,-85.62,2.0,17
1985,1985-04-05,IN,2,0,0,38.73,-85.53,1.0,17
1985,1985-04-05,IN,2,0,0,38.5,-86.0,1.0,10
1985,1985-04-05,AL,3,0,0,34.27,-86.75,3.0,100
1985,1985-04-05,AL,3,5,0,34.2,-86.32,8.0,277
1985,1985-04-05,AL,3,1,0,34.13,-86.18,8.0,500
1985,1985-04-05,AL,2,5,0,33.57,-85.88,3.0,200
1985,1985-04-05,GA,2,0,0,34.5,-84.6,5.0,100
1985,1985-04-05,GA,2,0,0,34.23,-84.35,3.0,100
1985,1985-05-10,KS,3,0,0,38.93,-99.63,10.0,300
1985,1985-05-10,KS,3,0,0,39.18,-99.52,30.0,300
1985,1985-05-10,KS,4,0,0,39.42,-99.4,33.0,1000
1985,1985-05-10,NE,3,2,0,40.77,-99.0,17.0,500
1985,1985-05-10,KS,4,2,0,39.73,-99.15,56.0,1000
1985,1985-05-10,WY,2,0,0,44.17,-104.38,1.0,27
1985,1985-05-10,NE,2,4,0,40.88,-97.33,0.5,400
1985,1985-05-13,TX,2,16,0,32.35,-96.52,4.5,77
1985,1985-05-13,TX,2,23,0,33.1,-96.1,8.0,77
1985,1985-05-13,TX,2,8,0,33.62,-95.58,4.0,77
1985,1985-05-21,MS,2,0,0,30.38,-88.82,3.5,100
1985,1985-05-22,NC,3,0,0,36.1,-80.27,3.5,200
1985,1985-05-27,NE,3,0,0,41.75,-103.65,48.0,200
1985,1985-05-30,ND,2,0,0,47.2,-100.28,0.5,100
1985,1985-05-30,IA,3,27,2,42.85,-91.53,34.0,1500
1985,1985-05-30,WI,2,0,0,42.92,-90.45,16.0,500
1985,1985-05-30,WI,2,0,0,42.92,-89.82,21.0,100
1985,1985-05-31,OH,4,82,12,41.83,-80.55,14.0,400
1985,1985-05-31,OH,3,30,0,41.43,-81.0,15.0,440
1985,1985-05-31,PA,2,0,1,41.65,-80.42,4.0,200
1985,1985-05-31,OH,4,125,16,41.48,-80.52,56.2,350
1985,1985-05-31,PA,3,0,2,41.7,-80.15,23.0,277
1985,1985-05-31,PA,4,0,0,41.93,-79.95,28.0,440
1985,1985-05-31,OH,2,15,0,41.68,-80.72,10.0,220
1985,1985-05-31,PA,3,0,0,41.72,-79.8,8.0,427
1985,1985-05-31,NY,3,10,0,42.03,-79.23,13.0,177
1985,1985-05-31,OH,5,310,18,41.2,-81.15,47.0,450
1985,1985-05-31,PA,4,30,7,41.55,-79.62,29.0,800
1985,1985-05-31,PA,2,0,0,41.57,-78.95,19.0,300
1985,1985-05-31,OH,3,20,1,40.17,-82.72,29.0,150
1985,1985-05-31,PA,3,8,0,41.68,-79.48,17.0,800
1985,1985-05-31,PA,4,0,0,41.18,-78.67,69.0,3330
1985,1985-05-31,OH,2,20,0,40.88,-80.85,15.0,220
1985,1985-05-31,PA,2,1,0,41.22,-79.8,6.0,150
1985,1985-05-31,PA,4,40,4,41.63,-79.03,29.0,1000
1985,1985-05-31,PA,3,120,9,40.82,-80.47,39.0,243
1985,1985-05-31,PA,3,60,6,41.18,-77.15,19.0,910
1985,1985-05-01,MS,2,0,0,33.2,-88.95,1.0,50
1985,1985-05-01,AL,2,0,0,33.83,-88.13,3.2,100
1985,1985-06-15,IN,2,0,0,40.83,-85.55,0.3,33
1985,1985-06-17,MS,2,0,0,34.53,-88.22,2.0,70
1985,1985-06-22,OH,2,2,0,41.68,-81.05,33.4,40
1985,1985-06-24,ND,2,0,0,48.78,-98.23,0.5,400
1985,1985-06-02,SC,2,0,0,33.93,-79.03,5.0,100
1985,1985-06-04,TN,2,0,0,36.27,-86.45,5.0,100
1985,1985-06-08,WI,3,42,2,45.93,-90.47,68.0,2640
1985,1985-06-08,WI,2,0,0,44.8,-87.47,5.0,150
1985,1985-06-08,MI,2,0,0,43.97,-85.53,24.0,150
1985,1985-07-15,MI,2,0,0,42.73,-84.47,15.6,200
1985,1985-07-19,CO,2,0,0,39.53,-104.87,0.5,40
1985,1985-07-25,VA,3,0,0,38.2,-78.42,0.2,100
1985,1985-07-31,CO,2,2,0,40.23,-102.55,0.5,40
1985,1985-07-31,PA,2,2,0,40.17,-76.9,3.0,20
1985,1985-07-03,MN,2,0,0,46.3,-93.83,33.0,200
1985,1985-07-09,IL,2,8,0,40.95,-88.97,0.5,167
1985,1985-08-12,WI,2,14,0,44.57,-90.17,10.0,880
1985,1985-08-12,WI,2,22,2,43.78,-90.37,22.0,880
1985,1985-08-16,AL,2,1,1,33.73,-87.28,1.3,120
1985,1985-08-16,AL,2,5,0,33.83,-87.28,1.5,130
1985,1985-08-16,AL,2,2,0,34.65,-87.63,8.0,100
1985,1985-08-16,AL,3,2,0,34.37,-87.08,45.0,100
1985,1985-08-16,AL,2,0,0,33.48,-87.1,3.0,600
1985,1985-08-16,AL,3,6,0,34.07,-86.83,32.0,100
1985,1985-08-16,TN,3,1,0,35.23,-87.02,12.0,500
1985,1985-08-16,AL,2,0,0,34.68,-86.7,13.0,100
1985,1985-08-16,AL,2,0,0,33.97,-86.88,10.0,80
1985,1985-08-16,TN,2,0,0,35.33,-87.05,5.0,60
1985,1985-08-16,TN,2,0,0,35.1,-86.72,7.0,70
1985,1985-08-17,SC,2,39,0,34.97,-82.0,9.0,100
1985,1985-08-17,KS,3,0,0,38.8,-96.4,2.0,50
1985,1985-08-31,FL,2,0,0,28.8,-81.87,5.0,50
1985,1985-08-02,WY,3,0,0,44.83,-107.95,0.2,10
1985,1985-09-22,OK,2,0,0,36.73,-98.38,4.0,500
1985,1985-09-22,IA,2,0,0,40.87,-93.48,0.5,50
1985,1985-09-23,MS,2,0,0,30.43,-89.08,1.0,100
1985,1985-09-23,AL,2,4,0,31.3,-87.1,22.0,100
1986,1986-10-14,VA,3,0,0,36.78,-77.77,12.0,800
1986,1986-10-14,VA,3,0,0,37.3,-76.95,5.0,33
1986,1986-10-14,VA,2,1,0,36.97,-77.37,16.0,450
1986,1986-10-14,VA,2,0,0,37.27,-77.3,2.0,100
1986,1986-10-01,NY,2,0,0,42.28,-74.57,0.1,10
1986,1986-10-01,PA,2,2,0,39.92,-79.75,4.5,100
1986,1986-10-01,WV,3,1,0,39.3,-80.78,1.0,200
1986,1986-10-03,MO,2,0,0,38.33,-92.47,10.0,100
1986,1986-10-03,PA,2,0,0,41.13,-80.23,9.0,123
1986,1986-11-20,MS,2,0,0,31.02,-91.17,5.0,173
1986,1986-11-25,AL,3,4,0,31.38,-85.93,44.0,200
1986,1986-11-26,AL,2,1,0,31.77,-85.97,8.0,150
1986,1986-11-07,LA,2,0,0,32.18,-92.65,9.0,100
1986,1986-11-08,MS,2,0,0,34.62,-88.2,5.0,200
1986,1986-02-02,TX,2,2,0,32.65,-97.93,10.0,100
1986,1986-02-05,TX,2,5,0,29.83,-95.85,8.0,170
1986,1986-02-05,TX,2,0,0,30.02,-95.62,2.5,70
1986,1986-02-05,TX,3,0,2,30.03,-95.55,5.0,70
1986,1986-02-06,TN,3,5,0,35.23,-84.82,10.0,270
1986,1986-02-08,FL,2,0,0,27.88,-81.83,2.0,10
1986,1986-03-10,IN,3,22,0,39.37,-86.52,35.0,440
1986,1986-03-10,IN,2,0,0,39.57,-85.93,10.0,300
1986,1986-03-10,IN,2,1,1,39.57,-85.93,17.8,150
1986,1986-03-10,IN,2,0,0,39.8,-85.78,5.0,220
1986,1986-03-10,IN,2,25,0,38.68,-85.93,12.0,300
1986,1986-03-10,OH,2,0,0,39.35,-84.38,1.0,200
1986,1986-03-10,IN,2,0,0,39.82,-85.43,4.0,300
1986,1986-03-10,IN,3,0,0,40.03,-84.98,7.6,440
1986,1986-03-10,OH,2,10,0,39.45,-83.83,6.0,73
1986,1986-03-10,OH,2,10,1,39.48,-83.57,28.0,100
1986,1986-03-10,KY,2,20,0,38.03,-84.5,3.5,100
1986,1986-03-10,OH,2,0,0,38.73,-83.83,6.0,143
1986,1986-03-10,OH,2,10,1,41.05,-82.68,8.0,200
1986,1986-03-10,OH,2,3,1,39.97,-81.83,5.0,100
1986,1986-03-11,TX,2,0,0,32.77,-97.87,9.0,40
1986,1986-03-12,MS,2,0,0,31.32,-90.6,8.0,250
1986,1986-03-12,MS,3,2,0,31.9,-89.37,32.0,123
1986,1986-03-12,MS,2,0,0,32.23,-88.82,14.0,120
1986,1986-03-12,MS,4,8,0,32.42,-88.77,23.0,440
1986,1986-03-12,AL,3,0,2,33.18,-88.2,16.0,700
1986,1986-03-12,AL,3,0,0,33.55,-88.05,6.0,500
1986,1986-03-12,AL,3,0,0,33.93,-87.83,2.5,200
1986,1986-03-12,AL,2,0,0,33.93,-87.82,7.5,200
1986,1986-03-12,AL,2,5,0,34.3,-86.5,7.0,200
1986,1986-03-14,FL,2,0,0,29.65,-82.32,2.0,10
1986,1986-03-18,MS,2,0,0,32.87,-90.57,14.0,100
1986,1986-03-18,LA,2,2,0,32.3,-92.45,5.0,150
1986,1986-03-19,AL,2,0,0,33.82,-86.6,0.2,73
1986,1986-03-19,GA,2,15,0,33.97,-84.53,5.7,300
1986,1986-04-12,LA,2,3,0,31.98,-91.73,2.0,100
1986,1986-04-12,MS,2,0,0,31.52,-90.37,21.8,100
1986,1986-04-13,NE,2,0,0,40.57,-99.03,5.0,40
1986,1986-04-13,OK,2,2,0,36.05,-95.78,4.0,300
1986,1986-04-19,TX,3,100,1,32.45,-100.43,4.5,600
1986,1986-04-20,KY,3,2,0,36.83,-85.37,3.0,400
1986,1986-04-26,SD,2,0,0,43.23,-96.93,12.0,50
1986,1986-04-26,SD,2,0,0,43.3,-96.67,5.0,40
1986,1986-04-26,IA,2,4,1,43.4,-96.03,18.5,120
1986,1986-04-26,IA,2,0,0,43.35,-96.38,9.5,70
1986,1986-04-26,NE,2,0,0,40.17,-97.57,10.0,40
1986,1986-04-28,MI,2,0,0,42.9,-84.25,26.5,40
1986,1986-04-03,NE,2,0,0,41.15,-99.9,1.5,40
1986,1986-04-07,OK,2,0,0,36.48,-95.33,5.0,100
1986,1986-04-07,KS,2,0,0,38.05,-96.08,22.6,100
1986,1986-04-08,MS,2,1,0,31.7,-89.2,5.0,1000
1986,1986-05-13,WA,2,0,0,48.22,-122.05,0.3,10
1986,1986-05-14,OK,2,0,0,34.63,-98.95,3.0,500
1986,1986-05-14,TX,3,4,0,33.53,-98.7,20.0,250
1986,1986-05-15,IN,2,0,0,37.98,-87.55,0.2,10
1986,1986-05-15,MI,3,0,0,41.93,-84.97,1.2,200
1986,1986-05-15,MO,2,19,0,36.87,-89.62,9.0,500
1986,1986-05-15,IN,2,0,0,38.67,-87.17,0.2,10
1986,1986-05-15,MO,2,15,1,36.97,-89.7,4.0,400
1986,1986-05-15,IL,2,0,0,39.53,-87.7,5.0,10
1986,1986-05-19,NC,2,5,0,34.87,-79.22,19.0,100
1986,1986-05-04,MT,2,0,0,46.35,-108.08,0.1,10
1986,1986-05-07,TX,2,0,0,35.78,-100.45,8.0,100
1986,1986-05-07,TX,3,0,0,35.83,-100.45,7.0,300
1986,1986-05-08,OK,3,15,0,35.48,-97.53,4.0,200
1986,1986-06-11,WI,2,0,0,43.6,-88.35,8.0,100
1986,1986-06-15,ND,2,0,0,47.32,-98.23,2.0,100
1986,1986-06-15,ND,2,0,0,47.27,-98.13,0.1,30
1986,1986-06-17,NC,2,0,0,35.45,-76.17,0.5,60
1986,1986-06-19,MI,2,0,0,41.92,-86.0,1.3,700
1986,1986-06-26,ND,3,1,0,48.93,-100.6,8.0,2000
1986,1986-06-26,WI,2,0,0,43.93,-90.88,5.5,100
1986,1986-06-27,LA,2,5,0,33.0,-93.48,0.3,200
1986,1986-06-29,IA,2,0,0,41.85,-94.57,1.0,50
1986,1986-06-29,IA,2,0,0,41.52,-94.53,2.0,73
1986,1986-06-29,IA,2,0,0,41.58,-93.73,5.0,50
1986,1986-06-07,WY,2,0,0,43.22,-108.12,2.0,50
1986,1986-06-08,CO,2,6,0,39.72,-104.9,1.1,50
1986,1986-06-08,CO,2,0,0,39.83,-104.6,2.0,100
1986,1986-07-12,OH,2,0,0,38.58,-84.55,0.1,73
1986,1986-07-12,OH,2,0,0,41.23,-84.35,3.3,73
1986,1986-07-13,IA,2,0,0,41.02,-93.82,1.0,50
1986,1986-07-15,MI,2,0,0,42.55,-85.52,42.5,440
1986,1986-07-18,SD,2,0,0,44.57,-97.45,14.0,100
1986,1986-07-18,SD,2,0,0,44.57,-96.7,17.0,150
1986,1986-07-18,MN,2,0,0,45.0,-93.28,4.0,833
1986,1986-07-18,SD,2,0,0,45.52,-102.23,10.5,140
1986,1986-07-26,NY,2,2,0,41.6,-74.47,0.5,100
1986,1986-07-28,SD,2,0,0,43.78,-99.0,6.0,80
1986,1986-07-28,SD,2,0,0,43.65,-98.72,3.5,80
1986,1986-07-28,SD,2,0,0,43.43,-98.38,1.9,80
1986,1986-07-28,NE,4,2,0,42.68,-96.97,52.5,73
1986,1986-07-28,IA,2,0,0,42.55,-94.68,4.0,150
1986,1986-07-02,NC,2,10,3,34.75,-77.42,1.5,33
1986,1986-07-04,WI,3,12,0,45.73,-88.0,24.3,840
1986,1986-07-04,WI,2,0,0,45.73,-89.63,1.5,100
1986,1986-08-15,NY,2,3,1,44.28,-75.57,0.2,10
1986,1986-08-20,NC,2,0,0,35.43,-77.93,1.0,23
1986,1986-08-26,OH,2,2,0,41.4,-82.18,3.0,440
1986,1986-08-26,MI,2,0,0,42.58,-85.4,0.6,13
1986,1986-08-26,MI,2,0,0,42.63,-84.63,10.6,50
1986,1986-08-26,IN,2,2,0,40.9,-85.02,5.0,10
1986,1986-08-06,NE,2,0,0,42.05,-100.2,19.0,70
1986,1986-08-07,RI,2,20,0,41.77,-71.45,4.0,1000
1986,1986-08-09,FL,2,12,0,26.6,-81.97,1.5,200
1986,1986-09-10,MI,2,0,0,42.58,-83.48,7.7,50
1986,1986-09-18,CO,2,0,0,40.5,-103.83,25.0,300
1986,1986-09-18,KS,3,7,0,39.93,-97.98,7.0,500
1986,1986-09-18,NE,2,0,0,40.1,-98.65,2.0,50
1986,1986-09-18,NE,2,0,0,40.68,-98.27,1.0,40
1986,1986-09-23,PA,2,1,0,40.97,-79.43,0.5,40
1986,1986-09-24,CA,2,1,0,39.93,-122.05,2.0,100
1986,1986-09-24,IL,2,0,0,40.82,-89.2,2.5,73
1986,1986-09-26,OK,2,0,0,35.9,-95.65,8.0,73
1986,1986-09-28,WI,2,1,0,42.87,-88.73,9.0,100
1986,1986-09-28,IA,4,0,0,41.75,-93.6,20.0,250
1986,1986-09-28,IA,2,2,0,43.15,-92.62,0.2,23
1986,1986-09-29,OK,2,1,0,36.18,-95.73,2.0,100
1986,1986-09-29,MI,2,1,0,42.2,-85.85,3.8,400
1986,1986-09-29,IL,2,0,0,40.42,-89.42,2.0,50
1986,1986-09-29,OK,2,0,0,35.5,-97.2,5.0,100
1986,1986-09-29,OK,2,0,0,35.45,-97.4,0.1,73
1986,1986-09-29,IL,2,0,0,40.75,-88.65,9.0,50
1986,1986-09-29,MI,2,0,0,42.87,-83.8,5.6,400
1986,1986-09-30,PA,2,1,0,41.8,-79.95,0.5,60
1986,1986-09-03,WI,2,0,0,45.32,-91.63,4.0,100
1987,1987-11-15,TX,2,8,0,30.18,-96.95,1.5,200
1987,1987-11-15,TX,2,12,2,30.58,-96.68,10.0,500
1987,1987-11-15,OK,2,1,0,36.67,-95.17,1.5,50
1987,1987-11-15,TX,2,2,3,30.97,-96.07,10.0,200
1987,1987-11-15,TX,3,59,1,31.6,-95.7,10.5,250
1987,1987-11-15,TX,3,81,4,31.82,-95.33,33.0,500
1987,1987-11-15,TX,2,0,0,32.42,-95.12,6.0,300
1987,1987-11-15,TX,2,9,0,32.7,-94.75,7.0,900
1987,1987-11-15,TX,3,116,1,31.87,-94.18,48.0,500
1987,1987-11-15,TX,3,0,0,33.07,-94.53,12.2,200
1987,1987-11-16,MS,2,0,0,32.55,-90.32,21.0,73
1987,1987-11-16,MS,2,5,0,32.07,-90.38,20.0,150
1987,1987-11-16,MS,2,2,0,31.58,-90.6,20.0,150
1987,1987-11-16,MS,2,0,0,32.45,-89.92,4.0,100
1987,1987-11-16,MS,2,0,0,31.82,-90.02,20.0,100
1987,1987-11-16,MS,2,0,0,30.52,-89.48,3.0,73
1987,1987-12-14,AR,3,121,6,35.1,-90.23,25.0,200
1987,1987-12-15,MS,2,1,0,34.68,-88.6,8.0,100
1987,1987-12-06,TX,2,0,0,30.68,-94.97,1.0,200
1987,1987-12-06,TX,2,0,0,30.88,-94.85,1.0,200
1987,1987-02-14,OK,2,1,0,34.73,-98.5,3.5,200
1987,1987-02-15,LA,2,4,0,29.97,-91.2,3.0,173
1987,1987-02-15,LA,2,3,0,30.87,-90.5,3.5,150
1987,1987-02-15,MS,2,2,0,31.07,-90.15,3.0,73
1987,1987-02-15,MS,2,2,0,30.48,-89.7,3.0,100
1987,1987-02-28,LA,2,2,0,32.85,-91.38,7.0,150
1987,1987-02-28,MS,4,350,6,31.5,-89.25,35.0,1230
1987,1987-03-22,TX,3,0,0,36.2,-100.32,30.0,440
1987,1987-03-22,OK,2,0,0,36.48,-99.98,7.5,100
1987,1987-03-22,OK,2,0,0,36.62,-99.9,1.0,73
1987,1987-03-22,OK,2,6,0,36.55,-100.52,10.0,83
1987,1987-03-31,NC,2,7,0,35.22,-75.55,10.0,440
1987,1987-04-15,FL,2,7,1,28.8,-81.63,3.0,100
1987,1987-04-15,FL,2,0,0,28.65,-82.05,12.0,250
1987,1987-05-18,KS,2,0,0,38.45,-96.38,3.0,300
1987,1987-05-21,AL,2,0,1,34.17,-87.38,0.3,150
1987,1987-05-22,TX,4,121,30,31.0,-103.68,3.0,1000
1987,1987-05-25,TX,2,0,0,34.72,-100.43,6.0,90
1987,1987-05-25,TX,3,0,0,36.2,-101.4,3.0,530
1987,1987-05-25,TX,2,0,0,31.45,-103.07,11.0,100
1987,1987-05-25,TX,2,0,0,35.02,-101.68,6.0,150
1987,1987-05-25,TX,3,0,0,36.27,-101.05,3.0,700
1987,1987-05-25,TX,2,0,0,34.98,-101.8,2.0,150
1987,1987-05-28,TX,2,0,0,33.55,-100.42,13.0,100
1987,1987-05-29,TX,2,3,0,33.5,-102.03,8.0,80
1987,1987-05-03,KS,2,0,0,37.43,-100.97,3.0,100
1987,1987-06-18,WY,2,0,0,43.0,-106.32,7.0,50
1987,1987-06-20,CO,2,0,0,39.77,-104.62,1.0,30
1987,1987-06-21,MI,2,6,1,42.48,-83.47,0.3,80
1987,1987-06-27,OH,2,0,0,41.07,-80.65,1.5,40
1987,1987-06-02,IL,2,0,0,40.12,-88.03,0.1,10
1987,1987-06-02,TX,2,0,0,36.45,-100.32,6.0,1600
1987,1987-06-02,TX,2,0,0,36.15,-100.27,7.5,1600
1987,1987-07-11,SD,2,0,0,43.83,-96.73,5.0,100
1987,1987-07-11,MI,3,0,0,45.77,-87.87,71.0,150
1987,1987-07-14,TX,2,10,0,35.53,-100.97,4.5,150
1987,1987-07-21,WY,4,0,0,43.9,-110.33,24.3,2550
1987,1987-07-21,NJ,2,3,0,39.35,-74.58,0.5,100
1987,1987-07-21,ND,3,0,0,47.63,-98.05,1.0,100
1987,1987-07-21,WY,2,0,0,43.13,-106.72,5.0,140
1987,1987-07-23,MN,3,0,0,45.15,-93.48,5.0,170
1987,1987-07-27,MN,3,0,0,44.57,-92.72,30.0,220
1987,1987-07-29,IA,2,0,0,43.27,-91.72,10.0,30
1987,1987-07-30,NY,2,1,0,42.92,-78.77,1.5,30
1987,1987-07-01,TX,2,0,0,35.57,-101.28,4.5,200
1987,1987-07-01,TX,2,2,0,35.23,-101.37,9.0,150
1987,1987-07-02,CO,2,0,0,39.88,-104.73,1.0,250
1987,1987-07-05,KS,2,0,0,37.52,-97.02,0.2,50
1987,1987-07-06,IN,2,3,0,40.92,-87.43,0.9,250
1987,1987-07-06,NE,2,0,0,41.6,-99.2,4.0,50
1987,1987-07-07,SD,2,0,0,43.07,-96.62,8.0,50
1987,1987-07-07,CO,2,0,0,40.4,-104.37,5.0,100
1987,1987-08-15,MN,2,8,1,46.05,-95.73,1.0,50
1987,1987-08-16,IL,2,0,0,41.37,-88.85,1.0,10
1987,1987-08-17,NE,2,0,0,40.15,-97.17,0.2,50
1987,1987-08-31,SC,2,2,0,33.93,-80.85,0.2,10
1987,1987-08-05,SD,2,0,0,44.02,-99.87,1.2,80
1988,1988-10-16,IN,2,0,0,41.47,-86.0,6.0,40
1988,1988-10-17,IN,2,4,0,39.6,-87.52,3.5,200
1988,1988-10-17,IN,2,0,0,39.68,-86.38,0.5,100
1988,1988-11-15,KS,2,22,0,39.05,-95.68,5.0,70
1988,1988-11-15,KS,2,0,0,37.4,-95.43,7.5,50
1988,1988-11-15,MO,2,12,1,36.5,-94.23,28.0,23
1988,1988-11-15,IA,2,4,0,40.9,-93.03,4.0,60
1988,1988-11-15,AR,2,9,0,35.43,-93.42,16.0,150
1988,1988-11-15,IA,2,0,0,41.07,-92.33,6.0,63
1988,1988-11-15,MO,2,0,0,37.82,-92.23,3.0,50
1988,1988-11-15,AR,3,10,1,35.27,-92.6,29.0,400
1988,1988-11-15,AR,2,4,0,35.75,-92.35,13.0,400
1988,1988-11-15,AR,2,4,0,34.17,-93.38,27.0,400
1988,1988-11-15,MO,3,10,0,38.8,-90.7,1.0,200
1988,1988-11-15,IA,2,0,0,42.48,-91.47,11.0,63
1988,1988-11-15,IL,2,0,0,39.33,-90.23,0.1,50
1988,1988-11-15,AR,2,60,5,34.5,-92.35,49.0,250
1988,1988-11-15,IL,2,0,0,38.52,-90.08,0.4,50
