h3,storms,max_wind,basin
839419fffffffff,18,125,SI
839418fffffffff,18,125,SI
8384c6fffffffff,18,90,SI
8384abfffffffff,18,45,SI
832f8efffffffff,18,60,WP
834b45fffffffff,18,100,WP
836ef1fffffffff,18,105,EP
834181fffffffff,18,43,WP
834e1cfffffffff,18,140,WP
834ee4fffffffff,18,105,WP
834ef5fffffffff,18,130,WP
834f1dfffffffff,18,120,WP
834e14fffffffff,18,115,WP
833244fffffffff,18,88,WP
835611fffffffff,18,83,NA
832a5efffffffff,18,90,NA
83579cfffffffff,18,110,NA
835793fffffffff,18,90,NA
835792fffffffff,18,103,NA
835e8afffffffff,18,130,NA
835e88fffffffff,18,130,NA
832a5afffffffff,18,103,NA
83691bfffffffff,18,90,WP
835671fffffffff,18,95,NA
835601fffffffff,18,98,NA
835600fffffffff,18,105,NA
8332edfffffffff,18,55,WP
8332e1fffffffff,18,63,WP
8341acfffffffff,18,55,WP
83515bfffffffff,18,93,EP
834566fffffffff,18,85,NA
834f22fffffffff,18,80,WP
834e31fffffffff,18,135,WP
834ed5fffffffff,18,105,WP
832f23fffffffff,18,90,WP
834ee9fffffffff,18,135,WP
836450fffffffff,18,58,NI
836451fffffffff,18,38,NI
83644afffffffff,18,50,NI
8361b5fffffffff,18,75,NI
836186fffffffff,18,75,NI
837710fffffffff,18,55,WP
834426fffffffff,18,140,NA
834513fffffffff,18,128,NA
834e8cfffffffff,18,124,WP
838676fffffffff,18,65,SI
838673fffffffff,18,65,SI
83a344fffffffff,18,125,SI
838768fffffffff,18,110,SI
8361a0fffffffff,18,65,NI
836185fffffffff,18,110,NI
836443fffffffff,18,48,NI
839582fffffffff,18,90,SI
838d34fffffffff,18,135,SI
838d31fffffffff,18,125,SI
83a2b4fffffffff,18,115,SI
83a2b5fffffffff,18,100,SI
838484fffffffff,18,80,SI
839b66fffffffff,18,110,SP
838662fffffffff,18,80,SI
839e21fffffffff,18,125,SP
839b2bfffffffff,18,118,SP
839c73fffffffff,18,55,SP
839b0efffffffff,18,130,SP
83a315fffffffff,18,123,SI
83a2cefffffffff,18,98,SI
83a2cafffffffff,18,95,SI
839c31fffffffff,18,88,SP
83a276fffffffff,18,135,SI
83940efffffffff,18,93,SI
839402fffffffff,18,80,SI
83776cfffffffff,18,95,WP
834d4bfffffffff,18,155,NA
837708fffffffff,18,35,WP
83771cfffffffff,18,50,WP
834e0bfffffffff,18,130,WP
834ea8fffffffff,18,100,WP
834e21fffffffff,18,120,WP
836d16fffffffff,18,115,EP
832e34fffffffff,18,55,WP
83402cfffffffff,18,55,WP
8344a8fffffffff,18,95,NA
8344abfffffffff,18,108,NA
8344d0fffffffff,18,120,NA
83411afffffffff,18,43,WP
834edefffffffff,18,108,WP
834ed6fffffffff,18,113,WP
83324dfffffffff,18,90,WP
832b5efffffffff,18,90,NA
832b46fffffffff,18,110,NA
83324cfffffffff,18,100,WP
832f82fffffffff,18,60,WP
835e1dfffffffff,18,80,NA
832af3fffffffff,18,85,NA
83514bfffffffff,18,90,EP
834eb2fffffffff,18,90,WP
83561cfffffffff,18,73,NA
8330d0fffffffff,18,73,WP
834da2fffffffff,18,115,NA
832a48fffffffff,18,115,NA
832a4cfffffffff,18,105,NA
832b45fffffffff,18,80,NA
832fb0fffffffff,18,73,WP
835e51fffffffff,18,120,NA
832ea5fffffffff,18,70,WP
834831fffffffff,18,110,EP
8356b3fffffffff,18,80,NA
836826fffffffff,18,90,WP
832a19fffffffff,18,95,NA
837761fffffffff,18,75,WP
8364cbfffffffff,18,105,NI
839e70fffffffff,18,103,SP
83ab02fffffffff,18,125,SI
83a249fffffffff,18,115,SI
8394f4fffffffff,18,45,SI
839482fffffffff,18,108,SI
83a6a0fffffffff,18,125,SI
839f1afffffffff,18,90,SP
83a2e2fffffffff,18,85,SI
83a340fffffffff,18,115,SI
83a3b0fffffffff,18,115,SI
839d85fffffffff,18,88,SP
836180fffffffff,18,120,NI
8364ddfffffffff,18,110,NI
839ee8fffffffff,18,130,SP
833ca0fffffffff,18,30,NI
833ca4fffffffff,18,30,NI
834401fffffffff,18,115,NA
83326cfffffffff,18,68,WP
833261fffffffff,18,90,WP
83321bfffffffff,18,99,WP
835c70fffffffff,18,140,EP
834e24fffffffff,18,115,WP
832ee5fffffffff,18,80,WP
836eeefffffffff,18,115,EP
835029fffffffff,18,70,EP
837924fffffffff,18,108,EP
835165fffffffff,18,123,EP
835c63fffffffff,18,138,EP
834f0cfffffffff,18,130,WP
835ec4fffffffff,18,125,NA
832e5cfffffffff,18,60,WP
834d99fffffffff,18,133,NA
83ab50fffffffff,18,115,SI
839db1fffffffff,18,100,SP
8349a9fffffffff,18,120,EP
836c24fffffffff,18,53,EP
836c34fffffffff,18,53,EP
836d93fffffffff,18,55,EP
835ee3fffffffff,18,128,NA
834ed4fffffffff,18,100,WP
832a69fffffffff,18,115,NA
837751fffffffff,18,55,WP
833251fffffffff,18,70,WP
836452fffffffff,18,108,NI
834e20fffffffff,18,80,WP
83af6bfffffffff,18,105,SI
8384cdfffffffff,18,105,SI
83a303fffffffff,18,103,SI
838775fffffffff,18,120,SI
83a388fffffffff,18,80,SI
839d19fffffffff,18,115,SP
83a3aafffffffff,18,80,SI
83a2c5fffffffff,18,105,SI
83ab56fffffffff,18,120,SI
8384c3fffffffff,18,60,SI
83ab1dfffffffff,18,118,SI
839d12fffffffff,18,65,SP
836e9efffffffff,18,58,EP
834b35fffffffff,18,75,WP
834e8bfffffffff,18,119,WP
834e99fffffffff,18,90,WP
834e33fffffffff,18,145,WP
835c23fffffffff,18,115,EP
835e5efffffffff,18,155,NA
834e8dfffffffff,18,95,WP
837772fffffffff,18,85,WP
8332eefffffffff,18,55,WP
833b1afffffffff,18,73,NA
8361aefffffffff,18,95,NI
83ab59fffffffff,18,140,SI
8384ebfffffffff,18,50,SI
839d84fffffffff,18,110,SP
839c1cfffffffff,18,124,SP
834e36fffffffff,18,140,WP
835c64fffffffff,18,135,EP
835d5bfffffffff,18,123,EP
835d58fffffffff,18,133,EP
835116fffffffff,18,128,EP
83440cfffffffff,18,115,NA
835114fffffffff,18,115,EP
833a31fffffffff,18,75,NA
83562bfffffffff,18,80,NA
83a3b1fffffffff,18,115,SI
83876cfffffffff,18,110,SI
83aa63fffffffff,18,128,SI
83ab1afffffffff,18,120,SI
83aa34fffffffff,18,113,SI
839e24fffffffff,18,143,SP
83a38efffffffff,18,63,SI
834f8bfffffffff,18,118,WP
837748fffffffff,18,48,WP
839ec5fffffffff,18,133,SP
835c29fffffffff,18,130,EP
832f1bfffffffff,18,75,WP
835c28fffffffff,18,130,EP
83448bfffffffff,18,120,NA
835783fffffffff,18,125,NA
832a6cfffffffff,18,115,NA
8367b4fffffffff,18,150,NA
836195fffffffff,18,125,NI
839e06fffffffff,18,105,SP
8349b4fffffffff,18,145,EP
835ef5fffffffff,18,120,NA
835686fffffffff,18,80,NA
8361a6fffffffff,18,70,NI
834498fffffffff,18,110,NA
835782fffffffff,18,123,NA
8384b6fffffffff,17,123,SI
839492fffffffff,17,115,SI
83a79efffffffff,17,95,SI
83a22bfffffffff,17,135,SI
83a2f4fffffffff,17,70,SI
83a246fffffffff,17,123,SI
83a20efffffffff,17,110,SI
83a208fffffffff,17,105,SI
83a250fffffffff,17,105,SI
83a25afffffffff,17,90,SI
838d21fffffffff,17,140,SI
838c75fffffffff,17,95,SI
838d22fffffffff,17,128,SI
83a688fffffffff,17,120,SI
83a25dfffffffff,17,120,SI
83aaa5fffffffff,17,73,SI
839d18fffffffff,17,125,SP
83a2f2fffffffff,17,75,SI
839ec0fffffffff,17,75,SP
839e46fffffffff,17,107,SP
839e75fffffffff,17,130,SP
839c59fffffffff,17,74,SP
83945efffffffff,17,43,SI
83a682fffffffff,17,115,SI
83a6d2fffffffff,17,80,SI
8384c5fffffffff,17,68,SI
839ea6fffffffff,17,155,SP
839b50fffffffff,17,130,SP
832e30fffffffff,17,60,WP
832f88fffffffff,17,60,WP
8341b2fffffffff,17,85,WP
834499fffffffff,17,103,NA
83440bfffffffff,17,133,NA
8344b3fffffffff,17,108,NA
83448efffffffff,17,90,NA
832adbfffffffff,17,100,NA
832a74fffffffff,17,95,NA
832b5bfffffffff,17,98,NA
832f92fffffffff,17,48,WP
835094fffffffff,17,80,EP
835e0efffffffff,17,88,NA
835e71fffffffff,17,115,NA
834f33fffffffff,17,88,WP
834e16fffffffff,17,120,WP
834ea3fffffffff,17,125,WP
834e82fffffffff,17,100,WP
83322bfffffffff,17,70,WP
835610fffffffff,17,90,NA
835614fffffffff,17,100,NA
834184fffffffff,17,75,WP
832e6dfffffffff,17,87,WP
835604fffffffff,17,93,NA
835615fffffffff,17,100,NA
835ed4fffffffff,17,128,NA
834daefffffffff,17,118,NA
835608fffffffff,17,90,NA
833b56fffffffff,17,95,NA
835064fffffffff,17,108,EP
834574fffffffff,17,70,NA
834f19fffffffff,17,120,WP
834e06fffffffff,17,115,WP
833b4afffffffff,17,90,NA
836454fffffffff,17,53,NI
83770bfffffffff,17,55,WP
83451efffffffff,17,158,NA
83862bfffffffff,17,65,SI
838644fffffffff,17,65,SI
8384cefffffffff,17,115,SI
838622fffffffff,17,55,SI
83876afffffffff,17,140,SI
83ab4efffffffff,17,135,SI
836184fffffffff,17,85,NI
8361b3fffffffff,17,105,NI
8364c8fffffffff,17,125,NI
839583fffffffff,17,105,SI
839590fffffffff,17,115,SI
838d05fffffffff,17,140,SI
83872dfffffffff,17,120,SI
838c2bfffffffff,17,40,SI
838d23fffffffff,17,140,SI
838646fffffffff,17,73,SI
839d95fffffffff,17,90,SP
839db0fffffffff,17,118,SP
839db4fffffffff,17,120,SP
839e0bfffffffff,17,100,SP
839e2afffffffff,17,120,SP
83ab14fffffffff,17,110,SI
83a2e5fffffffff,17,80,SI
83a2e6fffffffff,17,103,SI
83a2a6fffffffff,17,95,SI
839e31fffffffff,17,150,SP
839f53fffffffff,17,108,SP
839d8cfffffffff,17,70,SP
839d89fffffffff,17,107,SP
83a302fffffffff,17,130,SI
83a215fffffffff,17,93,SI
839c56fffffffff,17,75,SP
839c35fffffffff,17,95,SP
83abb5fffffffff,17,105,SI
837768fffffffff,17,135,WP
83a205fffffffff,17,118,SI
83af25fffffffff,17,115,SI
834d4efffffffff,17,135,NA
834e56fffffffff,17,130,WP
834eaefffffffff,17,105,WP
8387adfffffffff,17,65,SI
8330d9fffffffff,17,85,WP
832e29fffffffff,17,70,WP
8332c9fffffffff,17,45,WP
831689fffffffff,17,65,WP
832ae5fffffffff,17,88,NA
832af4fffffffff,17,88,NA
8344aefffffffff,17,113,NA
8344f2fffffffff,17,98,NA
8344d4fffffffff,17,90,NA
8344d3fffffffff,17,85,NA
834020fffffffff,17,45,WP
832e06fffffffff,17,75,WP
8356b1fffffffff,17,100,NA
835070fffffffff,17,90,EP
835d50fffffffff,17,125,EP
833349fffffffff,17,85,WP
8316f4fffffffff,17,65,WP
8356b5fffffffff,17,88,NA
834b20fffffffff,17,75,WP
8330c8fffffffff,17,78,WP
832e50fffffffff,17,60,WP
834d94fffffffff,17,90,NA
832a64fffffffff,17,108,NA
831aeafffffffff,17,70,NA
8332ccfffffffff,17,55,WP
835e1bfffffffff,17,128,NA
832a58fffffffff,17,108,NA
835d73fffffffff,17,115,EP
835684fffffffff,17,93,NA
834d05fffffffff,17,130,NA
832f9dfffffffff,17,55,WP
834830fffffffff,17,105,EP
83774efffffffff,17,53,WP
837760fffffffff,17,145,WP
8364e1fffffffff,17,75,NI
8364eefffffffff,17,115,NI
839c5dfffffffff,17,93,SP
836453fffffffff,17,63,NI
83a3a5fffffffff,17,70,SI
838c6dfffffffff,17,100,SI
839f74fffffffff,17,90,SP
83a3acfffffffff,17,115,SI
83ab61fffffffff,17,90,SI
834f31fffffffff,17,100,WP
839c22fffffffff,17,90,SP
838643fffffffff,17,125,SI
838765fffffffff,17,109,SI
833ca3fffffffff,17,40,NI
832a1bfffffffff,17,98,NA
834e92fffffffff,17,130,WP
834f1cfffffffff,17,115,WP
832e60fffffffff,17,75,WP
832e53fffffffff,17,50,WP
832e52fffffffff,17,60,WP
832ee4fffffffff,17,80,WP
834183fffffffff,17,58,WP
835d5cfffffffff,17,110,EP
835106fffffffff,17,60,EP
835c0dfffffffff,17,115,EP
834e01fffffffff,17,165,WP
836e88fffffffff,17,65,EP
835170fffffffff,17,123,EP
834ca4fffffffff,17,125,NA
834f2efffffffff,17,145,WP
839f85fffffffff,17,135,SP
83aba4fffffffff,17,100,SI
83a3b2fffffffff,17,70,SI
839d86fffffffff,17,65,SP
838628fffffffff,17,65,SI
838c73fffffffff,17,110,SI
836e9dfffffffff,17,70,EP
83862afffffffff,17,63,SI
8356b4fffffffff,17,90,NA
834864fffffffff,17,60,EP
834403fffffffff,17,118,NA
833bacfffffffff,17,110,NA
833252fffffffff,17,48,WP
83329cfffffffff,17,55,WP
832f19fffffffff,17,85,WP
836822fffffffff,17,55,WP
83af68fffffffff,17,98,SI
836830fffffffff,17,83,WP
83a383fffffffff,17,100,SI
83a390fffffffff,17,110,SI
83ab54fffffffff,17,135,SI
83aa24fffffffff,17,105,SI
839e2bfffffffff,17,120,SP
83a3a2fffffffff,17,95,SI
839c26fffffffff,17,135,SP
839e2dfffffffff,17,115,SP
834f0afffffffff,17,115,WP
833ca2fffffffff,17,30,NI
835161fffffffff,17,128,EP
832a41fffffffff,17,110,NA
835c22fffffffff,17,110,EP
835e53fffffffff,17,155,NA
834489fffffffff,17,100,NA
834992fffffffff,17,105,NA
834d25fffffffff,17,108,NA
834d30fffffffff,17,110,NA
832aebfffffffff,17,90,NA
837773fffffffff,17,80,WP
833b21fffffffff,17,90,NA
838640fffffffff,17,55,SI
834d0afffffffff,17,120,NA
8361a8fffffffff,17,80,NI
83ab09fffffffff,17,115,SI
839e50fffffffff,17,115,SP
83ab86fffffffff,17,90,SI
83a6d0fffffffff,17,120,SI
838c46fffffffff,17,78,SI
839fa9fffffffff,17,140,SP
835169fffffffff,17,130,EP
835084fffffffff,17,88,EP
834400fffffffff,17,105,NA
832eeefffffffff,17,50,WP
8332cefffffffff,17,68,WP
833b09fffffffff,17,93,NA
835e98fffffffff,17,130,NA
834804fffffffff,17,100,EP
8344d5fffffffff,17,55,NA
836870fffffffff,17,103,WP
834471fffffffff,17,130,NA
8344e5fffffffff,17,140,NA
83449dfffffffff,17,115,NA
83329dfffffffff,17,70,WP
832e03fffffffff,17,60,WP
8316c2fffffffff,17,45,WP
83774bfffffffff,17,70,WP
839e00fffffffff,17,95,SP
835eb5fffffffff,17,110,NA
835ee6fffffffff,17,133,NA
8332c8fffffffff,17,70,WP
8367b5fffffffff,17,135,NA
832e61fffffffff,17,90,WP
832aeafffffffff,17,93,NA
8332f6fffffffff,17,93,WP
83a39bfffffffff,17,90,SI
83af6afffffffff,17,100,SI
83af74fffffffff,17,140,SI
8356aafffffffff,17,55,NA
835ef4fffffffff,17,125,NA
839f56fffffffff,17,88,SP
833acbfffffffff,17,115,NA
839b72fffffffff,16,95,SP
839c44fffffffff,16,60,SP
83a345fffffffff,16,105,SI
83a209fffffffff,16,120,SI
83a6dbfffffffff,16,130,SI
838c6efffffffff,16,55,SI
838d0efffffffff,16,80,SI
839415fffffffff,16,68,SI
83a79afffffffff,16,107,SI
83ab35fffffffff,16,130,SI
83a2e9fffffffff,16,85,SI
839ee2fffffffff,16,135,SP
839fa8fffffffff,16,125,SP
839facfffffffff,16,118,SP
839e49fffffffff,16,125,SP
839e6cfffffffff,16,103,SP
8394f6fffffffff,16,55,SI
838c2dfffffffff,16,50,SI
83af22fffffffff,16,105,SI
83a25cfffffffff,16,78,SI
839eeefffffffff,16,120,SP
839e66fffffffff,16,88,SP
839f58fffffffff,16,110,SP
839c5efffffffff,16,60,SP
839459fffffffff,16,58,SI
83a683fffffffff,16,117,SI
8384c4fffffffff,16,75,SI
83a356fffffffff,16,140,SI
839f9bfffffffff,16,138,SP
839fb3fffffffff,16,55,SP
839b42fffffffff,16,105,SP
839b6bfffffffff,16,140,SP
831688fffffffff,16,55,WP
83168dfffffffff,16,65,WP
83309dfffffffff,16,65,WP
832e42fffffffff,16,70,WP
8344e6fffffffff,16,120,NA
8344e4fffffffff,16,110,NA
834486fffffffff,16,160,NA
832a0bfffffffff,16,95,NA
835695fffffffff,16,80,NA
835eb4fffffffff,16,100,NA
8345adfffffffff,16,160,NA
834548fffffffff,16,148,NA
834ea5fffffffff,16,115,WP
834ea1fffffffff,16,130,WP
833268fffffffff,16,80,WP
833b65fffffffff,16,90,NA
832aecfffffffff,16,90,NA
833b64fffffffff,16,90,NA
8350adfffffffff,16,48,EP
833089fffffffff,16,95,WP
83562efffffffff,16,95,NA
835605fffffffff,16,95,NA
835e90fffffffff,16,75,NA
835e83fffffffff,16,125,NA
835ef3fffffffff,16,145,NA
834d1bfffffffff,16,120,NA
832b66fffffffff,16,95,NA
833b42fffffffff,16,98,NA
83446efffffffff,16,130,NA
833ac9fffffffff,16,113,NA
833ac8fffffffff,16,123,NA
831ac6fffffffff,16,83,NA
8332f5fffffffff,16,75,WP
8367b0fffffffff,16,50,NA
834f04fffffffff,16,90,WP
834e02fffffffff,16,140,WP
8316ddfffffffff,16,50,WP
8316cdfffffffff,16,55,WP
833253fffffffff,16,65,WP
834e03fffffffff,16,100,WP
83645dfffffffff,16,55,NI
836116fffffffff,16,58,NI
836182fffffffff,16,133,NI
837756fffffffff,16,45,WP
834423fffffffff,16,148,NA
8360d9fffffffff,16,135,NI
837763fffffffff,16,140,WP
838635fffffffff,16,65,SI
838d2afffffffff,16,145,SI
83af63fffffffff,16,100,SI
838c76fffffffff,16,30,SI
838d52fffffffff,16,78,SI
839a0afffffffff,16,128,SP
839e08fffffffff,16,125,SP
839e25fffffffff,16,125,SP
839f51fffffffff,16,103,SP
839c0efffffffff,16,73,SP
839b08fffffffff,16,90,SP
839e76fffffffff,16,70,SP
839e29fffffffff,16,113,SP
839f5afffffffff,16,128,SP
83a270fffffffff,16,135,SI
839443fffffffff,16,128,SI
83a368fffffffff,16,135,SI
8387a0fffffffff,16,75,SI
837746fffffffff,16,70,WP
83af44fffffffff,16,125,SI
832a56fffffffff,16,98,NA
832e11fffffffff,16,65,WP
832b71fffffffff,16,110,NA
832b62fffffffff,16,110,NA
833241fffffffff,16,68,WP
8356acfffffffff,16,80,NA
8356aefffffffff,16,75,NA
835ea1fffffffff,16,65,NA
835076fffffffff,16,85,EP
834e0efffffffff,16,155,WP
8332e6fffffffff,16,45,WP
8316d2fffffffff,16,65,WP
832e80fffffffff,16,50,WP
832b4afffffffff,16,105,NA
8316dbfffffffff,16,0,WP
835e59fffffffff,16,155,NA
834d89fffffffff,16,120,NA
833b86fffffffff,16,120,NA
833b2bfffffffff,16,95,NA
833093fffffffff,16,45,WP
835d72fffffffff,16,105,EP
833b19fffffffff,16,90,NA
8365b2fffffffff,16,65,WP
838761fffffffff,16,90,SI
83aa6cfffffffff,16,125,SI
838674fffffffff,16,68,SI
8345a4fffffffff,16,140,NA
832ac9fffffffff,16,95,NA
83776efffffffff,16,140,WP
8364cafffffffff,16,140,NI
83a36efffffffff,16,135,SI
839e18fffffffff,16,115,SP
8394f5fffffffff,16,45,SI
838d35fffffffff,16,125,SI
839e4dfffffffff,16,118,SP
83684afffffffff,16,150,WP
83682efffffffff,16,43,WP
83a31cfffffffff,16,128,SI
834f30fffffffff,16,95,WP
839e5bfffffffff,16,105,SP
839d8dfffffffff,16,90,SP
83864efffffffff,16,140,SI
8364c4fffffffff,16,100,NI
834406fffffffff,16,135,NA
834402fffffffff,16,125,NA
836d15fffffffff,16,115,EP
833269fffffffff,16,90,WP
835175fffffffff,16,130,EP
835c20fffffffff,16,115,EP
835c44fffffffff,16,140,EP
835c05fffffffff,16,130,EP
833c9cfffffffff,16,120,NI
832e1efffffffff,16,60,WP
83308bfffffffff,16,73,WP
835133fffffffff,16,55,EP
835129fffffffff,16,90,EP
836e8efffffffff,16,45,EP
832f83fffffffff,16,50,WP
83416dfffffffff,16,40,WP
8316dcfffffffff,16,55,WP
834e96fffffffff,16,100,WP
835061fffffffff,16,45,EP
8361a5fffffffff,16,58,NI
8397b4fffffffff,16,110,SI
839da1fffffffff,16,118,SP
839b70fffffffff,16,120,SP
83a6b5fffffffff,16,130,SI
83862cfffffffff,16,125,SI
838722fffffffff,16,130,SI
838c42fffffffff,16,55,SI
837272fffffffff,16,30,WP
83720dfffffffff,16,115,WP
835eecfffffffff,16,153,NA
835e5bfffffffff,16,125,NA
834d4dfffffffff,16,120,NA
836590fffffffff,16,38,WP
836834fffffffff,16,35,WP
8369a9fffffffff,16,80,WP
835144fffffffff,16,115,EP
835145fffffffff,16,115,EP
83516efffffffff,16,120,EP
835168fffffffff,16,125,EP
83516cfffffffff,16,125,EP
835c61fffffffff,16,120,EP
835b6dfffffffff,16,35,WP
836836fffffffff,16,85,WP
838648fffffffff,16,140,SI
83864dfffffffff,16,135,SI
83a2c1fffffffff,16,100,SI
83a3a8fffffffff,16,75,SI
838760fffffffff,16,100,SI
83aa30fffffffff,16,103,SI
839e62fffffffff,16,98,SP
839f54fffffffff,16,95,SP
83ab12fffffffff,16,110,SI
83a380fffffffff,16,100,SI
838c63fffffffff,16,55,SI
839c41fffffffff,16,108,SP
83449cfffffffff,16,110,NA
834b26fffffffff,16,70,WP
834e8afffffffff,16,90,WP
834b21fffffffff,16,103,WP
8332f1fffffffff,16,60,WP
8316d8fffffffff,16,0,WP
835174fffffffff,16,95,EP
835e58fffffffff,16,155,NA
832a70fffffffff,16,80,NA
832b53fffffffff,16,90,NA
831ad0fffffffff,16,85,NA
832a66fffffffff,16,90,NA
8332c3fffffffff,16,45,WP
836594fffffffff,16,55,WP
8316c9fffffffff,16,0,WP
837755fffffffff,16,75,WP
834484fffffffff,16,155,NA
8361a1fffffffff,16,68,NI
8361aafffffffff,16,80,NI
833a22fffffffff,16,80,NA
839e15fffffffff,16,145,SP
834e76fffffffff,16,140,WP
83a252fffffffff,16,98,SI
83af05fffffffff,16,124,SI
835163fffffffff,16,113,EP
835d5afffffffff,16,125,EP
835c2cfffffffff,16,95,EP
835c33fffffffff,16,140,EP
834b34fffffffff,16,80,WP
8350aefffffffff,16,50,EP
835011fffffffff,16,65,EP
835102fffffffff,16,130,EP
8350a8fffffffff,16,48,EP
83328bfffffffff,16,40,WP
835666fffffffff,16,80,NA
835798fffffffff,16,108,NA
832addfffffffff,16,88,NA
832e1cfffffffff,16,60,WP
836198fffffffff,16,110,NI
833ca8fffffffff,16,30,NI
834473fffffffff,16,130,NA
836183fffffffff,16,125,NI
83a39dfffffffff,16,100,SI
83a3b6fffffffff,16,110,SI
839c20fffffffff,16,135,SP
834eabfffffffff,16,100,WP
8332ddfffffffff,16,45,WP
834e22fffffffff,16,140,WP
83325cfffffffff,16,60,WP
8316c3fffffffff,16,30,WP
834f0efffffffff,16,73,WP
833255fffffffff,16,95,WP
839eeafffffffff,16,130,SP
835ea8fffffffff,16,115,NA
835ea9fffffffff,16,118,NA
83579afffffffff,16,115,NA
835791fffffffff,16,113,NA
832f30fffffffff,16,75,WP
832e0afffffffff,16,60,WP
834446fffffffff,16,115,NA
834d12fffffffff,16,115,NA
83451dfffffffff,16,150,NA
838d5dfffffffff,16,115,SI
835c66fffffffff,16,123,EP
835c2efffffffff,16,120,EP
832f8afffffffff,16,80,WP
83871dfffffffff,16,95,SI
832a53fffffffff,16,100,NA
839f9afffffffff,15,108,SP
839fa4fffffffff,15,133,SP
839b69fffffffff,15,105,SP
839c71fffffffff,15,58,SP
83a38dfffffffff,15,65,SI
83a203fffffffff,15,68,SI
83a219fffffffff,15,105,SI
83a2c9fffffffff,15,58,SI
838d54fffffffff,15,110,SI
83a689fffffffff,15,103,SI
83a6f2fffffffff,15,115,SI
839470fffffffff,15,45,SI
83940cfffffffff,15,60,SI
839589fffffffff,15,80,SI
83a6b4fffffffff,15,110,SI
83a248fffffffff,15,103,SI
839e12fffffffff,15,60,SP
839e16fffffffff,15,125,SP
839f10fffffffff,15,135,SP
839f15fffffffff,15,105,SP
839e63fffffffff,15,85,SP
838d59fffffffff,15,130,SI
838c66fffffffff,15,85,SI
838c6cfffffffff,15,115,SI
83af66fffffffff,15,85,SI
83af23fffffffff,15,108,SI
83a255fffffffff,15,105,SI
83ab84fffffffff,15,88,SI
839eecfffffffff,15,120,SP
839f5bfffffffff,15,130,SP
839f42fffffffff,15,90,SP
83944dfffffffff,15,40,SP
839cebfffffffff,15,70,SP
839cedfffffffff,15,120,SP
839c5afffffffff,15,80,SP
839453fffffffff,15,45,SI
839f99fffffffff,15,85,SP
839b51fffffffff,15,140,SP
839448fffffffff,15,155,SP
839441fffffffff,15,62,SI
839b59fffffffff,15,110,SP
839a64fffffffff,15,115,SP
832f52fffffffff,15,100,WP
832f9cfffffffff,15,73,WP
83224dfffffffff,15,30,WP
837624fffffffff,15,38,WP
834196fffffffff,15,60,WP
832e55fffffffff,15,75,WP
8344f6fffffffff,15,103,NA
834892fffffffff,15,100,NA
831656fffffffff,15,0,WP
835e1cfffffffff,15,75,NA
835e03fffffffff,15,80,NA
835e68fffffffff,15,128,NA
83451bfffffffff,15,160,NA
834f00fffffffff,15,98,WP
834f03fffffffff,15,75,WP
833285fffffffff,15,60,WP
833280fffffffff,15,58,WP
833b6efffffffff,15,90,NA
833b61fffffffff,15,80,NA
832ae1fffffffff,15,90,NA
832b4cfffffffff,15,95,NA
833b2afffffffff,15,90,NA
8350acfffffffff,15,45,EP
834192fffffffff,15,55,WP
835e96fffffffff,15,93,NA
835eebfffffffff,15,125,NA
834da8fffffffff,15,120,NA
832a5bfffffffff,15,105,NA
832a55fffffffff,15,85,NA
833b59fffffffff,15,90,NA
833b71fffffffff,15,85,NA
833b66fffffffff,15,88,NA
834463fffffffff,15,130,NA
835493fffffffff,15,60,NA
835660fffffffff,15,78,NA
835672fffffffff,15,100,NA
83560dfffffffff,15,105,NA
835603fffffffff,15,83,NA
833b2dfffffffff,15,80,NA
8332e0fffffffff,15,58,WP
834504fffffffff,15,120,NA
834e26fffffffff,15,140,WP
8332c0fffffffff,15,55,WP
8316defffffffff,15,50,WP
832248fffffffff,15,55,WP
833592fffffffff,15,90,NA
837753fffffffff,15,40,WP
838c59fffffffff,15,75,SI
8387a6fffffffff,15,48,SI
834432fffffffff,15,105,NA
834411fffffffff,15,140,NA
83441cfffffffff,15,110,NA
83441afffffffff,15,86,NA
835b6cfffffffff,15,70,WP
83774cfffffffff,15,68,WP
834e95fffffffff,15,110,WP
838c5bfffffffff,15,40,SI
838623fffffffff,15,55,SI
838d30fffffffff,15,90,SI
838c2cfffffffff,15,90,SI
838d28fffffffff,15,115,SI
83bc92fffffffff,15,120,SI
83a28bfffffffff,15,70,SI
8384a2fffffffff,15,90,SI
83bac1fffffffff,15,98,SP
83a6aefffffffff,15,125,SI
839db3fffffffff,15,95,SP
839e22fffffffff,15,148,SP
839d81fffffffff,15,70,SP
839d88fffffffff,15,94,SP
839c08fffffffff,15,65,SP
839c72fffffffff,15,80,SP
839b55fffffffff,15,90,SP
83a30cfffffffff,15,110,SI
83a2c0fffffffff,15,75,SI
83bac6fffffffff,15,80,SP
83a6c3fffffffff,15,115,SI
839e42fffffffff,15,113,SP
83ab8bfffffffff,15,78,SI
838d4cfffffffff,15,128,SI
83776bfffffffff,15,103,WP
83a369fffffffff,15,135,SI
834d4afffffffff,15,140,NA
838735fffffffff,15,125,SI
83168bfffffffff,15,60,WP
834149fffffffff,15,35,WP
832af6fffffffff,15,65,NA
83560bfffffffff,15,65,NA
8356b0fffffffff,15,110,NA
835e13fffffffff,15,75,NA
832a08fffffffff,15,90,NA
834ea2fffffffff,15,110,WP
83320efffffffff,15,75,WP
