h3,storms,max_wind,basin
83aeabfffffffff,1,45,SI
83c8dbfffffffff,1,45,SI
83c8d8fffffffff,1,40,SI
83c8c3fffffffff,1,40,SI
83c8c0fffffffff,1,0,SI
83c8c4fffffffff,1,35,SI
83c8e2fffffffff,1,30,SI
83c8e6fffffffff,1,0,SI
83c819fffffffff,1,30,SI
83c81dfffffffff,1,0,SI
83c803fffffffff,1,25,SI
83c802fffffffff,1,0,SI
83c806fffffffff,1,25,SI
83aed5fffffffff,1,30,SI
83aedefffffffff,1,0,SI
83c8d2fffffffff,1,25,SI
83aedafffffffff,1,0,SI
83c88bfffffffff,1,20,SI
83c88cfffffffff,1,0,SI
83c8aafffffffff,1,15,SI
83c8aefffffffff,1,0,SI
83c8a3fffffffff,1,15,SI
83c8a0fffffffff,1,0,SI
83c999fffffffff,1,15,SI
83d4f6fffffffff,1,45,SP
83b819fffffffff,1,30,SI
83b81dfffffffff,1,0,SI
83b81cfffffffff,1,25,SI
838c18fffffffff,1,25,SI
836e56fffffffff,1,30,EP
836e54fffffffff,1,30,EP
836e55fffffffff,1,35,EP
831621fffffffff,1,0,WP
83505bfffffffff,1,25,EP
83424bfffffffff,1,25,NI
834249fffffffff,1,25,NI
831491fffffffff,1,0,WP
831482fffffffff,1,0,WP
8314f6fffffffff,1,0,WP
837150fffffffff,1,0,EP
8314b3fffffffff,1,0,WP
831484fffffffff,1,0,WP
831485fffffffff,1,0,WP
835776fffffffff,1,30,NA
832a36fffffffff,1,63,NA
832b34fffffffff,1,50,NA
831b95fffffffff,1,50,NA
831b51fffffffff,1,50,NA
833d96fffffffff,1,0,NI
837252fffffffff,1,0,WP
83720bfffffffff,1,0,WP
834600fffffffff,1,70,EP
83470afffffffff,1,70,EP
83470efffffffff,1,65,EP
834728fffffffff,1,60,EP
838c03fffffffff,1,25,SI
8366a4fffffffff,1,25,NA
83afb3fffffffff,1,0,SI
83b5b4fffffffff,1,40,SP
83c615fffffffff,1,30,SP
83a074fffffffff,1,30,SP
83a152fffffffff,1,48,SP
83a109fffffffff,1,55,SP
83c65bfffffffff,1,50,SP
83a125fffffffff,1,50,SP
83c6e9fffffffff,1,45,SP
83c6ebfffffffff,1,43,SP
83c6eafffffffff,1,35,SP
83c6c0fffffffff,1,30,SP
83cb80fffffffff,1,45,SI
83cb83fffffffff,1,40,SI
83cb8afffffffff,1,35,SI
83aad3fffffffff,1,36,SI
8377aefffffffff,1,0,WP
83a732fffffffff,1,25,SI
83b86bfffffffff,1,0,SI
83b822fffffffff,1,25,SI
83aee1fffffffff,1,0,SI
83aeebfffffffff,1,0,SI
8376d5fffffffff,1,26,SP
8376c2fffffffff,1,28,SP
837933fffffffff,1,30,EP
837932fffffffff,1,30,EP
835c4dfffffffff,1,30,EP
835c48fffffffff,1,30,EP
835c5dfffffffff,1,30,EP
835c5cfffffffff,1,30,EP
835c53fffffffff,1,30,EP
835c52fffffffff,1,30,EP
8314c2fffffffff,1,0,WP
8314c3fffffffff,1,0,WP
831818fffffffff,1,40,NA
83182dfffffffff,1,45,NA
83195efffffffff,1,45,NA
83195cfffffffff,1,45,NA
831942fffffffff,1,45,NA
831940fffffffff,1,45,NA
831945fffffffff,1,45,NA
831963fffffffff,1,45,NA
831961fffffffff,1,45,NA
831965fffffffff,1,45,NA
830996fffffffff,1,40,NA
830990fffffffff,1,35,NA
830994fffffffff,1,28,NA
830992fffffffff,1,15,NA
831f35fffffffff,1,15,NA
834818fffffffff,1,25,EP
835b18fffffffff,1,0,WP
83b4a1fffffffff,1,40,SP
83b599fffffffff,1,40,SP
83b82dfffffffff,1,20,SI
83b953fffffffff,1,20,SI
83b951fffffffff,1,20,SI
833161fffffffff,1,0,WP
833165fffffffff,1,0,WP
837001fffffffff,1,20,EP
837000fffffffff,1,20,EP
837016fffffffff,1,20,EP
83718bfffffffff,1,20,EP
83718afffffffff,1,20,EP
837199fffffffff,1,20,EP
837198fffffffff,1,20,EP
837193fffffffff,1,20,EP
83356efffffffff,1,13,NA
833903fffffffff,1,15,NA
83390efffffffff,1,15,NA
8360a3fffffffff,1,0,NI
836085fffffffff,1,25,NI
836081fffffffff,1,0,NI
833d92fffffffff,1,20,NI
8360a0fffffffff,1,25,NI
837b02fffffffff,1,23,SI
837b60fffffffff,1,30,SI
837f94fffffffff,1,30,SP
837fb3fffffffff,1,30,SP
837f86fffffffff,1,25,SP
837f95fffffffff,1,25,SP
837f82fffffffff,1,25,SP
837f80fffffffff,1,25,SP
837f85fffffffff,1,28,SP
837faefffffffff,1,33,SP
837facfffffffff,1,35,SP
837f1cfffffffff,1,40,SP
83cc8afffffffff,1,0,SI
83d4e0fffffffff,1,0,SP
83b82efffffffff,1,40,SI
835af2fffffffff,1,25,WP
83461afffffffff,1,65,EP
8346adfffffffff,1,65,EP
834613fffffffff,1,65,EP
834980fffffffff,1,30,NA
83559efffffffff,1,50,NA
835591fffffffff,1,50,NA
835595fffffffff,1,50,NA
835594fffffffff,1,43,NA
8355b2fffffffff,1,30,NA
8355b6fffffffff,1,25,NA
8334ebfffffffff,1,25,NA
8348a1fffffffff,1,30,NA
8348acfffffffff,1,30,NA
834888fffffffff,1,25,NA
8326dbfffffffff,1,25,NA
8326d8fffffffff,1,25,NA
8326c5fffffffff,1,25,NA
832671fffffffff,1,25,NA
832759fffffffff,1,25,NA
8364a9fffffffff,1,25,NI
83b85afffffffff,1,0,SI
8346e6fffffffff,1,30,EP
834684fffffffff,1,40,EP
8346b1fffffffff,1,40,EP
835af6fffffffff,1,40,WP
83ae43fffffffff,1,25,SI
83da8efffffffff,1,0,SP
83da81fffffffff,1,0,SP
83da85fffffffff,1,0,SP
83daa3fffffffff,1,40,SP
83daa0fffffffff,1,0,SP
83daa4fffffffff,1,0,SP
83db8afffffffff,1,0,SP
83db8efffffffff,1,35,SP
83b564fffffffff,1,40,SP
83b161fffffffff,1,40,SP
83a134fffffffff,1,0,SP
83a120fffffffff,1,55,SP
83a166fffffffff,1,85,SP
83c644fffffffff,1,43,SP
83c646fffffffff,1,35,SP
83a72efffffffff,1,35,SI
83a720fffffffff,1,35,SI
836cb4fffffffff,1,25,EP
836e94fffffffff,1,25,EP
836e95fffffffff,1,25,EP
8349b3fffffffff,1,40,EP
837966fffffffff,1,25,EP
835c51fffffffff,1,30,EP
8342cbfffffffff,1,30,NI
8354a1fffffffff,1,25,NA
8354acfffffffff,1,25,NA
835413fffffffff,1,25,NA
835756fffffffff,1,33,NA
8354b4fffffffff,1,35,NA
835769fffffffff,1,38,NA
835768fffffffff,1,50,NA
83576efffffffff,1,53,NA
835761fffffffff,1,53,NA
835760fffffffff,1,40,NA
835766fffffffff,1,35,NA
832b16fffffffff,1,40,NA
830e4dfffffffff,1,40,NA
830e6bfffffffff,1,40,NA
831b94fffffffff,1,40,NA
831bb1fffffffff,1,40,NA
831b84fffffffff,1,40,NA
8348c5fffffffff,1,23,EP
83175cfffffffff,1,0,WP
8360a1fffffffff,1,40,NI
8360aefffffffff,1,30,NI
8360aafffffffff,1,25,NI
83608cfffffffff,1,20,NI
83cba1fffffffff,1,0,SI
837ee3fffffffff,1,15,WP
837ec5fffffffff,1,15,WP
83b94dfffffffff,1,35,SI
83b96bfffffffff,1,38,SI
83b968fffffffff,1,40,SI
83be1efffffffff,1,40,SP
83be11fffffffff,1,40,SP
83be02fffffffff,1,40,SP
83be06fffffffff,1,40,SP
83be31fffffffff,1,40,SP
83be04fffffffff,1,0,SP
83be21fffffffff,1,0,SP
83be25fffffffff,1,0,SP
83bf56fffffffff,1,0,SP
83bf72fffffffff,1,0,SP
83bf76fffffffff,1,0,SP
83bf2efffffffff,1,0,SP
83da9afffffffff,1,25,SP
837fa6fffffffff,1,28,SP
838805fffffffff,1,15,SP
838823fffffffff,1,23,SP
838821fffffffff,1,25,SP
838952fffffffff,1,25,SP
83c99dfffffffff,1,40,SI
83c9aafffffffff,1,35,SI
83c9a1fffffffff,1,0,SI
83b96cfffffffff,1,25,SI
83bf84fffffffff,1,0,SP
83da99fffffffff,1,30,SP
83ae0afffffffff,1,25,SI
83ae09fffffffff,1,25,SI
83ae08fffffffff,1,15,SI
836852fffffffff,1,20,WP
8386f1fffffffff,1,15,SI
83844bfffffffff,1,15,SI
83845dfffffffff,1,18,SI
837b16fffffffff,1,28,SI
8385b4fffffffff,1,23,SI
835f92fffffffff,1,25,NA
830c93fffffffff,1,0,EP
834981fffffffff,1,28,NA
831743fffffffff,1,0,WP
8356c5fffffffff,1,25,NA
8356c6fffffffff,1,30,NA
8380dbfffffffff,1,30,NA
83569afffffffff,1,28,NA
835f96fffffffff,1,25,NA
835f90fffffffff,1,20,NA
835f95fffffffff,1,15,NA
835f82fffffffff,1,15,NA
835f81fffffffff,1,23,NA
837ce9fffffffff,1,25,NA
83564bfffffffff,1,25,NA
8371a3fffffffff,1,18,EP
8371a2fffffffff,1,20,EP
837f06fffffffff,1,25,SP
837f04fffffffff,1,25,SP
83c769fffffffff,1,45,SP
83c76bfffffffff,1,0,SP
83c74cfffffffff,1,50,SP
83c741fffffffff,1,0,SP
83c743fffffffff,1,50,SP
83c752fffffffff,1,0,SP
83c625fffffffff,1,0,SP
83c626fffffffff,1,0,SP
83c630fffffffff,1,0,SP
83c7a8fffffffff,1,0,SP
83c7b2fffffffff,1,0,SP
83e2cefffffffff,1,0,SP
83646cfffffffff,1,15,NI
838691fffffffff,1,20,NI
836172fffffffff,1,30,NI
836173fffffffff,1,35,NI
836146fffffffff,1,35,NI
836140fffffffff,1,35,NI
836143fffffffff,1,35,NI
83615dfffffffff,1,35,NI
836064fffffffff,1,33,NI
83856dfffffffff,1,30,NI
83606dfffffffff,1,30,NI
838565fffffffff,1,30,NI
8362cbfffffffff,1,28,NI
83aec5fffffffff,1,25,SI
83bd8bfffffffff,1,50,SI
83bd88fffffffff,1,50,SI
83bdabfffffffff,1,50,SI
83bda8fffffffff,1,50,SI
83bd13fffffffff,1,50,SI
83bd14fffffffff,1,50,SI
83cbb2fffffffff,1,50,SI
83cb94fffffffff,1,50,SI
83cb91fffffffff,1,50,SI
83cb98fffffffff,1,50,SI
837644fffffffff,1,15,WP
837671fffffffff,1,15,WP
83ae98fffffffff,1,40,SI
83c8b2fffffffff,1,45,SI
83c8b6fffffffff,1,45,SI
83c8b4fffffffff,1,0,SI
83c998fffffffff,1,50,SI
83c98cfffffffff,1,50,SI
837203fffffffff,1,15,WP
83404dfffffffff,1,60,NI
834043fffffffff,1,40,NI
8376b2fffffffff,1,0,SP
8376b6fffffffff,1,0,SP
8376b0fffffffff,1,0,SP
8376b1fffffffff,1,0,SP
83c74dfffffffff,1,55,SP
83c748fffffffff,1,55,SP
83c74afffffffff,1,55,SP
83c75dfffffffff,1,0,SP
83c75efffffffff,1,55,SP
83c621fffffffff,1,55,SP
83c620fffffffff,1,0,SP
83c7aafffffffff,1,0,SP
83c7b1fffffffff,1,40,SP
833ce9fffffffff,1,28,NI
834011fffffffff,1,0,WP
8336dcfffffffff,1,25,EP
83369efffffffff,1,30,EP
833690fffffffff,1,30,EP
83476afffffffff,1,30,EP
834745fffffffff,1,30,EP
834742fffffffff,1,35,EP
834620fffffffff,1,43,EP
834635fffffffff,1,38,EP
8347a8fffffffff,1,30,EP
8347aefffffffff,1,25,EP
8347a3fffffffff,1,23,EP
8347a0fffffffff,1,20,EP
833565fffffffff,1,20,NA
8336c2fffffffff,1,25,EP
837192fffffffff,1,20,WP
83d552fffffffff,1,0,SP
83d553fffffffff,1,40,SP
83d42efffffffff,1,40,SP
83a010fffffffff,1,38,SP
83a016fffffffff,1,30,SP
83a18bfffffffff,1,35,SP
83a188fffffffff,1,25,SP
835c8bfffffffff,1,23,EP
8388dbfffffffff,1,25,EP
835c99fffffffff,1,30,EP
835c98fffffffff,1,33,EP
835c9efffffffff,1,43,EP
835c93fffffffff,1,48,EP
835c92fffffffff,1,50,EP
837066fffffffff,1,65,EP
83715bfffffffff,1,73,EP
8371acfffffffff,1,90,EP
8371a1fffffffff,1,80,EP
8371b4fffffffff,1,40,WP
838985fffffffff,1,0,SP
838984fffffffff,1,0,SP
8389b1fffffffff,1,30,SP
8389b3fffffffff,1,30,SP
8389b0fffffffff,1,33,SP
8389b2fffffffff,1,35,SP
8389b6fffffffff,1,40,SP
83a0eefffffffff,1,63,SP
83a0e0fffffffff,1,70,SP
83a00afffffffff,1,70,SP
83a00efffffffff,1,60,SP
83a021fffffffff,1,53,SP
83a025fffffffff,1,50,SP
83a133fffffffff,1,48,SP
83c6d9fffffffff,1,35,SP
83c6dbfffffffff,1,0,SP
83c6dafffffffff,1,35,SP
83b129fffffffff,1,35,SP
83b128fffffffff,1,0,SP
83b135fffffffff,1,0,SP
83b136fffffffff,1,35,SP
83d26bfffffffff,1,0,SP
83d241fffffffff,1,0,SP
83d240fffffffff,1,0,SP
83d273fffffffff,1,0,SP
83beaefffffffff,1,55,SP
83be14fffffffff,1,38,SP
83bb03fffffffff,1,0,SP
83bb00fffffffff,1,30,SP
83d472fffffffff,1,30,SP
83d431fffffffff,1,30,SP
83d430fffffffff,1,30,SP
83bb56fffffffff,1,0,SP
83ae8dfffffffff,1,65,SI
83aed6fffffffff,1,60,SI
83c8d3fffffffff,1,58,SI
83c8d0fffffffff,1,55,SI
83c8f0fffffffff,1,53,SI
83c81bfffffffff,1,50,SI
8389aafffffffff,1,20,SP
8389a8fffffffff,1,25,SP
838913fffffffff,1,25,SP
83a176fffffffff,1,50,SP
837033fffffffff,1,25,EP
837032fffffffff,1,40,EP
83718dfffffffff,1,45,EP
8371aafffffffff,1,30,EP
83a124fffffffff,1,35,SP
83c6c9fffffffff,1,0,SP
83c6cafffffffff,1,30,SP
83b122fffffffff,1,0,SP
83b130fffffffff,1,30,SP
83b572fffffffff,1,0,SP
83b506fffffffff,1,0,SP
83b530fffffffff,1,0,SP
83c740fffffffff,1,50,SP
83c755fffffffff,1,50,SP
83c754fffffffff,1,0,SP
83c756fffffffff,1,40,SP
83406dfffffffff,1,35,NI
83406afffffffff,1,25,NI
832925fffffffff,1,25,EP
83178afffffffff,1,0,WP
831615fffffffff,1,0,WP
8348c1fffffffff,1,25,EP
8348ddfffffffff,1,20,EP
8317a1fffffffff,1,0,WP
835db5fffffffff,1,120,EP
83465dfffffffff,1,115,EP
833696fffffffff,1,80,EP
833791fffffffff,1,50,EP
8336ecfffffffff,1,25,EP
833652fffffffff,1,25,EP
833672fffffffff,1,23,EP
832256fffffffff,1,0,EP
834394fffffffff,1,35,NI
8343b2fffffffff,1,25,NI
8343b6fffffffff,1,25,NI
833925fffffffff,1,30,NA
833921fffffffff,1,30,NA
8360a8fffffffff,1,30,NI
837196fffffffff,1,20,WP
835b34fffffffff,1,20,WP
837b71fffffffff,1,25,SI
837b46fffffffff,1,25,SI
836170fffffffff,1,15,NI
836174fffffffff,1,20,NI
836129fffffffff,1,28,NI
836108fffffffff,1,40,NI
837e25fffffffff,1,15,SP
837e20fffffffff,1,20,SP
837e26fffffffff,1,20,SP
837e35fffffffff,1,20,SP
837f1bfffffffff,1,20,SP
837f1afffffffff,1,20,SP
837fadfffffffff,1,20,SP
836144fffffffff,1,25,NI
836145fffffffff,1,25,NI
836141fffffffff,1,25,NI
83614efffffffff,1,25,NI
836148fffffffff,1,25,NI
83614bfffffffff,1,30,NI
836061fffffffff,1,35,NI
836068fffffffff,1,40,NI
8362c8fffffffff,1,40,NI
8362c1fffffffff,1,40,NI
8362c0fffffffff,1,40,NI
8362f2fffffffff,1,40,NI
8362aefffffffff,1,45,NI
8362a3fffffffff,1,45,NI
8362a2fffffffff,1,45,NI
8362b5fffffffff,1,50,NI
8376d1fffffffff,1,15,SP
8376ddfffffffff,1,20,SP
839e98fffffffff,1,20,SP
83b482fffffffff,1,30,SP
8389a0fffffffff,1,23,SP
8389adfffffffff,1,30,SP
83891afffffffff,1,30,SP
83891bfffffffff,1,30,SP
838919fffffffff,1,30,SP
838824fffffffff,1,30,SP
83890afffffffff,1,30,SP
83b4aefffffffff,1,58,SP
83bb36fffffffff,1,30,SP
83d461fffffffff,1,30,SP
83d54bfffffffff,1,30,SP
83b5a2fffffffff,1,0,SP
83c75afffffffff,1,0,SP
83c628fffffffff,1,25,SP
83c600fffffffff,1,0,SP
8376a8fffffffff,1,15,SP
8376aafffffffff,1,20,SP
837685fffffffff,1,25,SP
839cb6fffffffff,1,45,SP
839cd4fffffffff,1,20,SP
836741fffffffff,1,40,NA
836743fffffffff,1,40,NA
836742fffffffff,1,40,NA
836751fffffffff,1,40,NA
836750fffffffff,1,40,NA
836752fffffffff,1,40,NA
836621fffffffff,1,40,NA
836623fffffffff,1,40,NA
836622fffffffff,1,38,NA
836631fffffffff,1,35,NA
836633fffffffff,1,33,NA
837181fffffffff,1,15,EP
837180fffffffff,1,15,EP
831855fffffffff,1,70,NA
831846fffffffff,1,70,NA
834811fffffffff,1,45,EP
83481efffffffff,1,40,EP
834898fffffffff,1,25,EP
836158fffffffff,1,20,NI
837f09fffffffff,1,20,SP
839e88fffffffff,1,38,SP
83bf11fffffffff,1,30,SP
83d404fffffffff,1,0,SP
83d51afffffffff,1,30,SP
839d75fffffffff,1,18,SP
83ba18fffffffff,1,0,SP
83a76dfffffffff,1,20,SI
83a765fffffffff,1,20,SI
83c89efffffffff,1,20,SI
83c891fffffffff,1,0,SI
83c895fffffffff,1,0,SI
83c8b3fffffffff,1,0,SI
83642cfffffffff,1,15,NI
839accfffffffff,1,15,SP
839aeafffffffff,1,15,SP
839ae8fffffffff,1,20,SP
83d445fffffffff,1,0,SP
8322cdfffffffff,1,0,EP
837929fffffffff,1,30,EP
831754fffffffff,1,0,WP
831773fffffffff,1,0,WP
831744fffffffff,1,0,WP
83176efffffffff,1,0,WP
830d92fffffffff,1,0,WP
830db1fffffffff,1,0,WP
8333a6fffffffff,1,65,EP
834734fffffffff,1,65,EP
832373fffffffff,1,75,EP
832355fffffffff,1,68,EP
832350fffffffff,1,60,EP
832353fffffffff,1,0,EP
838433fffffffff,1,25,SI
838414fffffffff,1,25,SI
834812fffffffff,1,45,EP
8348aefffffffff,1,35,EP
832254fffffffff,1,0,EP
836046fffffffff,1,15,NI
836042fffffffff,1,15,NI
83604afffffffff,1,28,NI
83634bfffffffff,1,33,NI
837a9dfffffffff,1,23,NI
837a8afffffffff,1,15,NI
83b808fffffffff,1,20,SI
83b805fffffffff,1,20,SI
83c65dfffffffff,1,0,SP
83c6ecfffffffff,1,0,SP
83c6e5fffffffff,1,40,SP
83c619fffffffff,1,0,SP
83c618fffffffff,1,35,SP
83c6aafffffffff,1,0,SP
83c69cfffffffff,1,30,SP
838415fffffffff,1,15,SI
837189fffffffff,1,25,EP
837188fffffffff,1,20,EP
83718efffffffff,1,20,EP
837183fffffffff,1,23,EP
83ca2afffffffff,1,0,SI
83bea8fffffffff,1,40,SP
83be15fffffffff,1,0,SP
839caafffffffff,1,30,SP
831b32fffffffff,1,40,NA
831b36fffffffff,1,40,NA
8306d8fffffffff,1,35,NA
8306dafffffffff,1,35,NA
831aabfffffffff,1,50,NA
831b42fffffffff,1,50,NA
831904fffffffff,1,35,NA
831921fffffffff,1,35,NA
8309a5fffffffff,1,35,NA
831873fffffffff,1,63,NA
831871fffffffff,1,60,NA
834076fffffffff,1,25,WP
834070fffffffff,1,20,WP
831b1bfffffffff,1,83,NA
831b05fffffffff,1,60,NA
8364a3fffffffff,1,15,NI
833d88fffffffff,1,15,NI
8348e4fffffffff,1,45,EP
8348e0fffffffff,1,38,EP
8348e3fffffffff,1,30,EP
832ab3fffffffff,1,40,NA
8356e8fffffffff,1,30,NA
83632efffffffff,1,25,NI
836323fffffffff,1,23,NI
833c1efffffffff,1,20,NI
833c18fffffffff,1,15,NI
834798fffffffff,1,20,EP
836425fffffffff,1,20,NI
836552fffffffff,1,20,NI
836553fffffffff,1,20,NI
83655afffffffff,1,20,NI
836474fffffffff,1,20,NI
83b8a9fffffffff,1,27,SI
83b8acfffffffff,1,30,SI
83b8a5fffffffff,1,30,SI
83b8a4fffffffff,1,30,SI
83b998fffffffff,1,30,SP
83b99efffffffff,1,0,SP
83b996fffffffff,1,0,SP
839d64fffffffff,1,30,SP
8333b3fffffffff,1,0,EP
83db86fffffffff,1,0,SP
83db99fffffffff,1,0,SP
83b875fffffffff,1,20,SI
83b95bfffffffff,1,20,SI
83b89cfffffffff,1,28,SI
83b883fffffffff,1,25,SI
83b880fffffffff,1,25,SI
83b886fffffffff,1,25,SP
83b8b1fffffffff,1,25,SP
83b8b4fffffffff,1,25,SP
839d68fffffffff,1,25,SP
839d6cfffffffff,1,25,SP
839d61fffffffff,1,25,SP
839d60fffffffff,1,25,SP
839d66fffffffff,1,25,SP
83bedbfffffffff,1,23,SP
839d74fffffffff,1,20,SP
83d56bfffffffff,1,30,SP
83b80dfffffffff,1,19,SI
83b824fffffffff,1,0,SI
83b919fffffffff,1,30,SI
833cc9fffffffff,1,25,NI
833da0fffffffff,1,20,NI
833da5fffffffff,1,20,NI
833d12fffffffff,1,20,NI
833d13fffffffff,1,15,NI
833dadfffffffff,1,15,NI
831b08fffffffff,1,40,NA
830659fffffffff,1,38,NA
830c9bfffffffff,1,30,EP
834085fffffffff,1,0,WP
834081fffffffff,1,0,WP
83408efffffffff,1,0,WP
8347b5fffffffff,1,25,EP
835ac0fffffffff,1,15,WP
832365fffffffff,1,30,EP
832371fffffffff,1,30,EP
832370fffffffff,1,30,EP
832309fffffffff,1,30,EP
834040fffffffff,1,0,WP
831836fffffffff,1,50,NA
8319a8fffffffff,1,45,NA
8319acfffffffff,1,45,NA
833536fffffffff,1,55,NA
831952fffffffff,1,55,NA
831950fffffffff,1,55,NA
831946fffffffff,1,55,NA
831944fffffffff,1,55,NA
8376f5fffffffff,1,20,SP
8376f4fffffffff,1,20,SP
8376f6fffffffff,1,25,SP
83768dfffffffff,1,25,SP
83844efffffffff,1,28,SI
838441fffffffff,1,20,SI
838443fffffffff,1,20,SI
838440fffffffff,1,20,SI
838442fffffffff,1,20,SI
838455fffffffff,1,20,SI
836536fffffffff,1,25,WP
836990fffffffff,1,25,WP
836993fffffffff,1,25,WP
83699efffffffff,1,25,WP
837f44fffffffff,1,18,SP
837f63fffffffff,1,20,SP
837f61fffffffff,1,20,SP
8376c9fffffffff,1,20,SP
8376cbfffffffff,1,20,SP
83bb0cfffffffff,1,55,SP
83bb05fffffffff,1,55,SP
83d55afffffffff,1,0,SP
83d426fffffffff,1,0,SP
83d434fffffffff,1,0,SP
83d5a8fffffffff,1,0,SP
83d585fffffffff,1,30,SP
836815fffffffff,1,45,WP
836819fffffffff,1,30,WP
8368e4fffffffff,1,30,WP
8368e5fffffffff,1,30,WP
8368e1fffffffff,1,30,WP
8368ecfffffffff,1,30,WP
8368e8fffffffff,1,28,WP
8368e9fffffffff,1,25,WP
8373b6fffffffff,1,23,WP
83a780fffffffff,1,33,SI
83a7a2fffffffff,1,30,SI
83bb70fffffffff,1,40,SP
83bb29fffffffff,1,40,SP
83db9bfffffffff,1,0,SP
83db83fffffffff,1,40,SP
83db81fffffffff,1,0,SP
83db80fffffffff,1,35,SP
83dba0fffffffff,1,0,SP
83d569fffffffff,1,25,SP
83d568fffffffff,1,0,SP
83d56efffffffff,1,20,SP
83d41bfffffffff,1,30,SP
83d413fffffffff,1,30,SP
83d416fffffffff,1,0,SP
83d59dfffffffff,1,0,SP
83d59cfffffffff,1,30,SP
83d590fffffffff,1,0,SP
83bd8efffffffff,1,33,SI
83bdaafffffffff,1,30,SI
83bdaefffffffff,1,30,SI
83bb81fffffffff,1,35,SP
83d44bfffffffff,1,30,SP
83d46dfffffffff,1,30,SP
83d546fffffffff,1,30,SP
83ca2efffffffff,1,35,SI
839718fffffffff,1,0,SI
839719fffffffff,1,0,SI
83c753fffffffff,1,25,SP
83c62efffffffff,1,25,SP
83c601fffffffff,1,0,SP
83c6adfffffffff,1,0,SP
83c6a8fffffffff,1,25,SP
83655dfffffffff,1,15,NI
83654afffffffff,1,18,NI
833cebfffffffff,1,65,NI
834059fffffffff,1,50,NI
83232bfffffffff,1,38,EP
832301fffffffff,1,35,EP
832311fffffffff,1,35,EP
839af6fffffffff,1,15,SP
839af1fffffffff,1,25,SP
83c669fffffffff,1,0,SP
83c655fffffffff,1,0,SP
83c6e0fffffffff,1,0,SP
83c61bfffffffff,1,0,SP
83c6a9fffffffff,1,30,SP
83c680fffffffff,1,0,SP
83d260fffffffff,1,0,SP
833c11fffffffff,1,0,NI
8386eefffffffff,1,30,SI
8336eefffffffff,1,33,EP
8336e1fffffffff,1,35,EP
8336e0fffffffff,1,38,EP
8336e6fffffffff,1,40,EP
83361bfffffffff,1,40,EP
83361afffffffff,1,40,EP
8336adfffffffff,1,40,EP
8336acfffffffff,1,40,EP
8336a5fffffffff,1,50,EP
8336a4fffffffff,1,55,EP
83378afffffffff,1,53,EP
83379dfffffffff,1,48,EP
8337b4fffffffff,1,33,EP
8323a1fffffffff,1,30,EP
8323acfffffffff,1,30,EP
8323a8fffffffff,1,30,EP
832236fffffffff,1,30,EP
83238dfffffffff,1,30,EP
832232fffffffff,1,30,EP
832389fffffffff,1,30,EP
832216fffffffff,1,28,EP
8322a5fffffffff,1,30,EP
8322a0fffffffff,1,28,EP
8322a2fffffffff,1,25,EP
8322b1fffffffff,1,25,EP
8322b2fffffffff,1,25,EP
831cb6fffffffff,1,25,EP
831cb4fffffffff,1,25,EP
831ca6fffffffff,1,28,EP
831ca5fffffffff,1,30,EP
831c16fffffffff,1,28,EP
831c06fffffffff,1,28,EP
831c31fffffffff,1,30,EP
831c22fffffffff,1,30,EP
831c23fffffffff,1,30,EP
831c2efffffffff,1,30,EP
831c2cfffffffff,1,30,EP
831c28fffffffff,1,30,EP
831c2dfffffffff,1,30,EP
831d5afffffffff,1,30,EP
831ce5fffffffff,1,30,EP
831ce1fffffffff,1,30,EP
831ceefffffffff,1,30,EP
831ceafffffffff,1,30,EP
831cccfffffffff,1,30,EP
831ccdfffffffff,1,28,EP
831cc9fffffffff,1,25,EP
832869fffffffff,1,25,EP
832868fffffffff,1,25,EP
83286cfffffffff,1,28,EP
83376dfffffffff,1,30,EP
832865fffffffff,1,25,EP
832864fffffffff,1,25,EP
832959fffffffff,1,25,EP
83295bfffffffff,1,20,EP
83295afffffffff,1,20,EP
833025fffffffff,1,30,WP
832911fffffffff,1,20,EP
83291efffffffff,1,20,EP
834259fffffffff,1,0,NI
834248fffffffff,1,0,NI
83424dfffffffff,1,0,NI
835a00fffffffff,1,35,WP
832253fffffffff,1,50,EP
8322e1fffffffff,1,50,EP
8322e6fffffffff,1,50,EP
83221bfffffffff,1,50,EP
83221afffffffff,1,50,EP
834858fffffffff,1,55,EP
83485bfffffffff,1,43,EP
8329b5fffffffff,1,30,EP
8329b1fffffffff,1,28,EP
8329b3fffffffff,1,25,EP
837f46fffffffff,1,15,SP
837f55fffffffff,1,15,SP
837f0bfffffffff,1,15,SP
837f0afffffffff,1,15,SP
837f08fffffffff,1,18,SP
837f72fffffffff,1,20,SP
837f76fffffffff,1,20,SP
837f70fffffffff,1,25,SP
837f74fffffffff,1,25,SP
838860fffffffff,1,25,SP
838865fffffffff,1,30,SP
839a92fffffffff,1,30,SP
83b495fffffffff,1,63,SP
83a101fffffffff,1,25,SP
83a131fffffffff,1,25,SP
83b162fffffffff,1,0,SP
83b175fffffffff,1,25,SP
83b172fffffffff,1,0,SP
83b118fffffffff,1,0,SP
83b11afffffffff,1,0,SP
83b1a9fffffffff,1,0,SP
83b1aafffffffff,1,0,SP
83b181fffffffff,1,0,SP
83604cfffffffff,1,15,NI
8362e9fffffffff,1,15,NI
836386fffffffff,1,35,NI
8363b3fffffffff,1,35,NI
838926fffffffff,1,90,SP
837029fffffffff,1,20,EP
